ID,StateID,EnumerationID,HouseID,CassavaPlotInformationID,Fieldcode,Plotcode,adoption
1637,21,211121,2111214,1,1,1,1
1638,21,211121,2111214,2,2,1,1
1639,21,211121,2111215,1,1,1,1
1640,21,211121,2111215,2,2,1,1
1641,21,211121,2111215,3,3,1,1
1642,21,211121,2111215,4,4,1,1
1643,21,211211,2112111,1,1,1,0
1644,21,211211,2112111,2,1,2,0
1645,21,211211,2112112,1,1,1,1
1646,21,211211,2112113,1,1,1,0
1647,21,211211,2112114,1,1,1,1
1648,21,211211,2112114,2,1,1,0
1649,21,211211,2112114,2,2,1,1
1650,21,211211,2112115,1,1,1,0
1651,21,211211,2112115,2,1,2,0
1652,21,211221,2112211,1,1,1,1
1653,21,211221,2112212,1,1,1,1
1654,21,211221,2112212,2,2,1,1
1655,21,211221,2112212,3,3,1,1
1656,21,211221,2112212,4,3,2,0
1657,21,211221,2112212,4,4,1,1
1658,21,211221,2112213,1,1,1,1
1659,21,211221,2112214,1,1,1,1
1660,21,211221,2112215,1,1,1,1
1661,21,211221,2112215,2,2,1,1
1662,21,211221,2112215,3,3,1,1
1663,21,211231,2112311,1,1,1,1
1664,21,211231,2112311,2,2,1,0
1665,21,211231,2112312,1,1,1,1
1666,21,211231,2112313,1,1,1,0
1667,21,211231,2112313,2,2,1,0
1668,21,211231,2112314,1,1,1,0
1669,21,211231,2112315,1,1,1,0
1670,21,211231,2112315,2,2,1,0
1671,21,211311,2113111,1,1,1,1
1672,21,211311,2113111,2,2,1,0
1673,21,211311,2113111,3,3,1,0
1674,21,211311,2113111,4,4,1,0
1675,21,211311,2113112,1,1,1,1
1676,21,211311,2113113,1,1,1,1
1677,21,211311,2113113,2,1,2,1
1678,21,211311,2113114,1,1,1,1
1679,21,211311,2113114,2,2,1,1
1680,21,211311,2113114,3,3,1,1
1681,21,211311,2113115,1,1,1,1
1682,21,211311,2113115,2,1,1,1
1683,21,211311,2113115,2,2,1,1
1684,21,211311,2113115,3,3,1,1
1685,21,211321,2113211,1,1,1,1
1686,21,211321,2113211,2,1,2,1
1687,21,211321,2113212,1,1,1,1
1688,21,211321,2113213,1,1,1,0
1689,21,211321,2113214,1,1,1,1
1690,21,211321,2113215,1,1,1,0
1691,21,211321,2113215,1,1,3,1
1692,21,211322,2113221,1,1,1,1
1693,21,211322,2113221,2,2,1,1
1694,21,211322,2113221,3,3,1,1
1695,21,211322,2113222,1,1,1,1
1696,21,211322,2113222,2,2,1,1
1697,21,211322,2113222,3,3,1,1
1698,21,211322,2113223,1,1,1,1
1699,21,211322,2113223,2,2,1,1
1700,21,211322,2113224,1,1,1,1
1701,21,211322,2113224,2,1,1,1
1702,21,211322,2113225,1,1,1,1
1703,21,211322,2113225,2,2,1,1
1704,21,211331,2113311,1,1,1,0
1705,21,211331,2113312,1,1,1,0
1706,21,211331,2113312,2,2,1,0
1707,21,211331,2113313,1,1,1,1
1708,21,211331,2113313,2,1,1,0
1709,21,211331,2113313,2,2,1,1
1710,21,211331,2113314,1,1,1,1
1711,21,211331,2113314,2,2,1,1
1712,21,211331,2113315,1,1,1,0
1713,21,211411,2114111,1,1,1,1
1714,21,211411,2114112,1,1,1,1
1715,21,211411,2114113,1,1,1,1
1716,21,211411,2114113,2,2,1,1
1717,21,211411,2114114,1,1,1,1
1718,21,211411,2114115,1,1,1,1
1719,21,211411,2114115,2,2,1,1
1720,22,22111,221111,1,1,1,1
1721,22,22111,221111,2,2,1,1
1722,22,22111,221111,3,3,1,1
1723,22,22111,221112,1,1,1,1
1724,22,22111,221113,1,1,1,1
1725,22,22111,221113,2,1,2,1
1726,22,22111,221114,1,1,1,1
1727,22,22111,221115,1,1,1,1
1728,22,22211,222111,1,1,1,1
1729,22,22211,222112,1,1,1,1
1730,22,22211,222113,1,1,1,1
1731,22,22211,222114,1,1,1,1
1732,22,22211,222115,1,1,1,1
1733,22,22211,222115,2,1,2,1
1734,22,22221,222211,1,1,1,0
1735,22,22221,222211,2,2,1,0
1736,22,22221,222211,3,3,1,0
1737,22,22221,222212,1,1,1,1
1738,22,22221,222213,1,1,1,1
1739,22,22221,222213,2,2,1,1
1740,22,22221,222214,1,1,1,0
1741,22,22221,222214,2,2,1,0
1742,22,22221,222215,1,1,1,0
1743,22,22311,223111,1,1,1,1
1744,22,22311,223112,1,1,1,1
1745,22,22311,223112,2,1,2,1
1746,22,22311,223112,3,2,1,1
1747,22,22311,223113,1,1,1,1
1748,22,22311,223114,1,1,1,1
1749,22,22311,223115,1,1,1,1
1750,22,22311,223115,2,2,1,1
1751,22,22321,223211,1,1,1,1
1752,22,22321,223211,2,2,1,1
1753,22,22321,223211,3,3,1,1
1754,22,22321,223211,4,4,1,1
1755,22,22321,223211,5,5,1,1
1756,22,22321,223212,1,1,1,1
1757,22,22321,223212,2,2,1,1
1758,22,22321,223213,1,1,1,1
1759,22,22321,223213,2,2,1,1
1760,22,22321,223213,3,3,1,1
1761,22,22321,223213,4,4,1,1
1762,22,22321,223214,1,1,1,1
1763,22,22321,223214,2,2,1,1
1764,22,22321,223215,1,1,1,1
1765,22,22413,224131,1,1,1,1
1766,22,22413,224131,2,1,2,0
1767,22,22413,224132,1,1,1,1
1768,22,22413,224133,1,1,1,1
1769,22,22413,224134,1,1,1,1
1770,22,22413,224134,2,2,1,1
1771,22,22413,224134,3,3,1,1
1772,22,22413,224135,1,1,1,1
1773,22,22413,224135,2,2,1,1
1774,22,22417,224171,1,1,1,1
1775,22,22417,224172,1,1,1,1
1776,22,22417,224173,1,1,1,1
1777,22,22417,224173,2,2,1,1
1778,22,22417,224173,3,3,1,1
1779,22,22417,224174,1,1,1,1
1780,22,22417,224174,2,2,1,1
1781,22,22417,224174,3,3,1,1
1782,22,22417,224175,1,1,1,1
1783,22,22417,224175,2,2,1,1
1784,22,22511,225111,1,1,1,1
1785,22,22511,225111,2,2,1,1
1786,22,22511,225111,3,3,1,1
1787,22,22511,225112,1,1,1,1
1788,22,22511,225113,1,1,1,1
1789,22,22511,225114,1,1,1,1
1790,22,22511,225115,1,1,1,1
1791,22,22521,225211,1,1,1,0
1792,22,22521,225211,2,2,1,0
1793,22,22521,225212,1,1,1,1
1794,22,22521,225213,1,1,1,1
1795,22,22521,225213,2,1,2,1
1796,22,22521,225214,1,1,1,1
1797,22,22521,225215,1,1,1,0
1798,22,22611,226111,1,1,1,1
1799,22,22611,226112,1,1,1,1
1800,22,22611,226113,1,1,1,1
1801,22,22611,226114,1,1,1,1
1802,22,22611,226115,1,1,1,1
1803,22,22621,226211,1,1,1,1
1804,22,22621,226211,2,2,1,1
1805,22,22621,226211,3,3,1,1
1806,22,22621,226212,1,1,1,1
1807,22,22621,226212,2,2,1,1
1808,22,22621,226213,1,1,1,1
1809,22,22621,226213,2,2,1,1
1810,22,22621,226213,3,3,1,1
1811,22,22621,226214,1,1,1,1
1812,22,22621,226214,2,2,1,1
1813,22,22621,226215,1,1,1,1
1814,22,22631,226311,1,1,1,1
1815,22,22631,226312,1,1,1,1
1816,22,22631,226312,2,2,1,1
1817,22,22631,226312,3,3,1,1
1818,22,22631,226312,4,4,1,1
1819,22,22631,226313,1,1,1,1
1820,22,22631,226313,2,1,2,1
1821,22,22631,226313,3,1,3,1
1822,22,22631,226314,1,1,1,1
1823,22,22631,226314,2,1,2,1
1824,22,22631,226314,3,2,1,1
1825,22,22631,226314,4,3,1,1
1826,22,22631,226315,1,1,1,1
1827,22,22631,226315,2,2,1,1
1828,22,22631,226315,3,3,1,1
1829,22,22631,226315,4,4,1,1
1830,22,22641,226411,1,1,1,1
1831,22,22641,226411,2,1,2,1
1832,22,22641,226411,3,2,1,1
1833,22,22641,226412,1,1,1,1
1834,22,22641,226412,2,2,1,1
1835,22,22641,226413,1,1,1,1
1836,22,22641,226413,2,2,1,1
1837,22,22641,226414,1,1,1,0
1838,22,22641,226414,2,2,1,0
1839,22,22641,226415,1,1,1,1
1840,22,22641,226415,2,1,2,1
1841,22,22711,227111,1,1,1,1
1842,22,22711,227111,2,2,1,1
1843,22,22711,227111,3,2,1,1
1844,22,22711,227112,1,1,1,1
1845,22,22711,227112,2,2,1,1
1846,22,22711,227113,1,1,1,1
1847,22,22711,227114,1,1,1,1
1848,22,22711,227115,1,1,1,1
1849,22,22721,227211,1,1,1,1
1850,22,22721,227211,2,2,1,1
1851,22,22721,227211,3,2,2,1
1852,22,22721,227211,4,3,1,1
1853,22,22721,227212,1,1,1,1
1854,22,22721,227213,1,1,1,1
1855,22,22721,227213,2,2,1,1
1856,22,22721,227213,3,3,1,1
1857,22,22721,227214,1,1,1,1
1858,22,22721,227214,2,2,1,1
1859,22,22721,227215,1,1,1,1
1860,22,22811,228111,1,1,1,0
1861,22,22811,228111,2,2,1,0
1862,22,22811,228111,3,3,1,0
1863,22,22811,228111,4,3,2,0
1864,22,22811,228112,1,1,1,1
1865,22,22811,228113,1,1,1,0
1866,22,22811,228113,2,2,1,0
1867,22,22811,228113,3,3,1,0
1868,22,22811,228113,4,4,1,0
1869,22,22811,228114,1,1,1,1
1870,22,22811,228114,2,2,1,1
1871,22,22811,228114,3,3,1,1
1872,22,22811,228115,1,1,1,1
1873,22,22821,228211,1,1,1,1
1874,22,22821,228211,2,2,1,1
1875,22,22821,228211,3,3,1,0
1876,22,22821,228211,4,4,1,1
1877,22,22821,228211,5,5,1,1
1878,22,22821,228211,6,6,1,0
1879,22,22821,228212,1,1,1,1
1880,22,22821,228212,2,2,1,1
1881,22,22821,228212,3,2,2,1
1882,22,22821,228212,4,2,3,1
1883,22,22821,228213,1,1,1,1
1884,22,22821,228213,2,2,1,1
1885,22,22821,228213,3,3,1,1
1886,22,22821,228214,1,1,1,0
1887,22,22821,228214,2,2,1,0
1888,22,22821,228214,3,3,1,0
1889,22,22821,228215,1,1,1,1
1890,22,22821,228215,2,1,2,1
1891,22,22821,228215,3,1,3,1
1892,22,22831,228311,1,1,1,0
1893,22,22831,228311,2,2,1,1
1894,22,22831,228312,1,1,1,1
1895,22,22831,228312,2,1,2,1
1896,22,22831,228312,3,2,1,1
1897,22,22831,228312,4,3,1,1
1898,22,22831,228313,1,1,1,0
1899,22,22831,228313,2,2,1,0
1900,22,22831,228313,3,3,1,0
1901,22,22831,228313,4,4,1,0
1902,22,22831,228313,5,5,1,0
1903,22,22831,228314,1,1,1,1
1904,22,22831,228314,2,1,2,1
1905,22,22831,228314,3,1,1,1
1906,22,22831,228314,3,2,1,1
1907,22,22831,228315,1,1,1,1
1908,22,22831,228315,2,1,2,1
1909,22,22831,228315,3,1,3,1
1910,22,22911,229111,1,1,1,0
1911,22,22911,229111,2,2,1,0
1912,22,22911,229111,3,3,1,0
1913,22,22911,229111,4,4,1,0
1914,22,22911,229112,1,1,1,1
1915,22,22911,229112,2,2,1,1
1916,22,22911,229113,1,1,1,1
1917,22,22911,229114,1,1,1,1
1918,22,22911,229114,2,2,1,1
1919,22,22911,229115,1,1,1,1
1920,22,22911,229115,2,2,1,1
1921,22,22921,229211,1,1,1,0
1922,22,22921,229211,2,2,1,0
1923,22,22921,229211,3,3,1,0
1924,22,22921,229211,4,4,1,0
1925,22,22921,229212,1,1,1,0
1926,22,22921,229212,2,2,1,0
1927,22,22921,229212,3,3,1,0
1928,22,22921,229212,4,4,1,0
1929,22,22921,229212,5,5,1,0
1930,22,22921,229213,1,1,1,1
1931,22,22921,229213,2,2,1,1
1932,22,22921,229213,3,3,1,1
1933,22,22921,229213,4,4,1,1
1934,22,22921,229214,1,1,1,0
1935,22,22921,229214,2,2,1,0
1936,22,22921,229215,1,1,1,1
1937,22,22921,229215,2,2,1,1
1938,22,22921,229215,3,3,1,1
1939,22,22921,229215,4,4,1,1
1940,22,221011,2210111,1,1,1,0
1941,22,221011,2210111,2,2,1,0
1942,22,221011,2210111,3,3,1,0
1943,22,221011,2210111,4,4,1,0
1944,22,221011,2210112,1,1,1,0
1945,22,221011,2210112,2,2,1,0
1946,22,221011,2210112,3,3,1,0
1947,22,221011,2210113,1,1,1,0
1948,22,221011,2210113,2,2,1,0
1949,22,221011,2210113,3,3,1,0
1950,22,221011,2210114,1,1,1,0
1951,22,221011,2210115,1,1,1,0
1952,22,221011,2210115,2,2,1,0
1953,22,221011,2210115,3,3,1,0
1954,22,221021,2210211,1,1,1,0
1955,22,221021,2210211,2,1,2,0
1956,22,221021,2210212,1,1,1,0
1957,22,221021,2210212,2,2,1,0
1958,22,221021,2210213,1,1,1,0
1959,22,221021,2210213,2,2,1,0
1960,22,221021,2210214,1,1,1,0
1961,22,221021,2210215,1,1,1,0
1962,22,221031,2210311,1,1,1,0
1963,22,221031,2210311,2,1,2,0
1964,22,221031,2210311,3,2,1,0
1965,22,221031,2210312,1,1,1,1
1966,22,221031,2210312,2,2,1,1
1967,22,221031,2210313,1,1,1,1
1968,22,221031,2210314,1,1,1,0
1969,22,221031,2210314,2,1,1,0
1970,22,221031,2210314,2,1,2,1
1971,22,221031,2210315,1,1,1,0
1972,22,221031,2210315,2,1,2,0
1973,22,221111,2211111,1,1,1,1
1974,22,221111,2211111,2,2,1,1
1975,22,221111,2211111,3,3,1,1
1976,22,221111,2211112,1,1,1,1
1977,22,221111,2211112,2,1,1,0
1978,22,221111,2211112,2,2,1,1
1979,22,221111,2211113,1,1,1,1
1980,22,221111,2211114,1,1,1,1
1981,22,221111,2211114,2,2,1,1
1982,22,221111,2211114,3,2,1,0
1983,22,221111,2211114,3,3,1,1
1984,22,221111,2211115,1,1,1,1
1985,22,221111,2211115,2,2,1,1
1986,22,221121,2211211,1,1,1,0
1987,22,221121,2211211,2,1,2,0
1988,22,221121,2211211,3,1,3,0
1989,22,221121,2211211,4,1,4,0
1990,22,221121,2211212,1,1,1,0
1991,22,221121,2211212,2,2,1,0
1992,22,221121,2211212,3,3,1,1
1993,22,221121,2211212,4,4,1,1
1994,22,221121,2211213,1,1,1,1
1995,22,221121,2211213,2,1,2,1
1996,22,221121,2211214,1,1,1,1
1997,22,221121,2211214,2,2,1,1
1998,22,221121,2211214,3,2,2,1
1999,22,221121,2211215,1,1,1,0
2000,22,221121,2211215,2,2,1,0
2001,22,221121,2211215,3,3,1,0
2002,23,23111,231111,1,1,1,1
2003,23,23111,231111,2,2,1,1
2004,23,23111,231112,1,1,1,1
2005,23,23111,231113,1,1,1,1
2006,23,23111,231114,1,1,1,1
2007,23,23111,231114,2,2,1,0
2008,23,23111,231115,1,1,1,0
2009,23,23121,231211,1,1,1,0
2010,23,23121,231212,1,1,1,1
2011,23,23121,231212,2,2,1,1
2012,23,23121,231213,1,1,1,1
2013,23,23121,231214,1,1,1,0
2014,23,23121,231215,1,1,1,1
2015,23,23211,232111,1,1,1,0
2016,23,23211,232111,2,2,1,0
2017,23,23211,232112,1,1,1,1
2018,23,23211,232112,2,1,2,1
2019,23,23211,232113,1,1,1,1
2020,23,23211,232114,1,1,1,0
2021,23,23211,232114,2,1,2,0
2022,23,23211,232115,1,1,1,1
2023,23,23211,232115,2,2,1,1
2024,23,23311,233111,1,1,1,1
2025,23,23311,233111,2,1,2,1
2026,23,23311,233112,1,1,1,1
2027,23,23311,233113,1,1,1,1
2028,23,23311,233114,1,1,1,1
2029,23,23311,233115,1,1,1,1
2030,23,23511,235111,1,1,1,0
2031,23,23511,235111,2,2,1,0
2032,23,23511,235111,3,3,1,1
2033,23,23511,235111,4,4,1,1
2034,23,23511,235112,1,1,1,0
2035,23,23511,235112,2,2,1,0
2036,23,23511,235113,1,1,1,0
2037,23,23511,235113,2,2,1,0
2038,23,23511,235114,1,1,1,0
2039,23,23511,235114,2,2,1,0
2040,23,23511,235115,1,1,1,0
2041,23,23511,235115,2,2,1,0
2042,23,23511,235115,3,2,2,0
2043,23,23521,235211,1,1,1,0
2044,23,23521,235211,2,1,2,0
2045,23,23521,235211,3,2,1,0
2046,23,23521,235211,4,3,1,0
2047,23,23521,235212,1,1,1,0
2048,23,23521,235212,2,2,1,0
2049,23,23521,235212,3,3,1,0
2050,23,23521,235212,4,4,1,0
2051,23,23521,235212,5,5,1,0
2052,23,23521,235213,1,1,1,1
2053,23,23521,235213,2,2,1,1
2054,23,23521,235213,3,3,1,1
2055,23,23521,235214,1,1,1,0
2056,23,23521,235214,2,1,2,1
2057,23,23521,235214,3,2,1,1
2058,23,23521,235215,1,1,1,0
2059,23,23521,235215,2,2,1,0
2060,23,23521,235215,3,3,1,0
2061,23,23521,235215,4,4,1,0
2062,23,23521,235215,5,5,1,0
2063,23,23611,236111,1,1,1,0
2064,23,23611,236112,1,1,1,0
2065,23,23611,236112,2,1,2,0
2066,23,23611,236113,1,1,1,1
2067,23,23611,236114,1,1,1,0
2068,23,23611,236114,2,2,1,0
2069,23,23611,236115,1,1,1,0
2070,23,23621,236211,1,1,1,1
2071,23,23621,236211,2,1,2,1
2072,23,23621,236211,3,1,3,1
2073,23,23621,236212,1,1,1,1
2074,23,23621,236213,1,1,1,1
2075,23,23621,236214,1,1,1,1
2076,23,23621,236214,2,2,1,1
2077,23,23621,236215,1,1,1,1
2078,23,23631,236311,1,1,1,1
2079,23,23631,236311,2,2,1,1
2080,23,23631,236311,3,2,1,1
2081,23,23631,236311,3,3,1,0
2082,23,23631,236312,1,1,1,1
2083,23,23631,236312,2,1,1,0
2084,23,23631,236312,2,2,1,1
2085,23,23631,236312,3,1,2,0
2086,23,23631,236312,3,3,1,1
2087,23,23631,236312,4,1,1,0
2088,23,23631,236312,4,4,1,1
2089,23,23631,236312,5,2,1,0
2090,23,23631,236312,5,5,1,1
2091,23,23631,236313,1,1,1,0
2092,23,23631,236314,1,1,1,1
2093,23,23631,236314,2,2,1,1
2094,23,23631,236314,3,3,1,1
2095,23,23631,236315,1,1,1,1
2096,23,23631,236315,2,2,1,1
2097,23,23631,236315,3,3,1,1
2098,23,23631,236315,4,4,1,1
2099,23,23711,237111,1,1,1,1
2100,23,23711,237111,2,1,2,1
2101,23,23711,237112,1,1,1,1
2102,23,23711,237112,2,2,1,1
2103,23,23711,237113,1,1,1,1
2104,23,23711,237114,1,1,1,1
2105,23,23711,237115,1,1,1,1
2106,23,23711,237115,2,1,2,0
2107,23,23721,237211,1,1,1,1
2108,23,23721,237211,2,1,2,0
2109,23,23721,237211,3,2,1,0
2110,23,23721,237212,1,1,1,1
2111,23,23721,237212,2,2,1,0
2112,23,23721,237213,1,1,1,1
2113,23,23721,237213,2,2,1,1
2114,23,23721,237214,1,1,1,1
2115,23,23721,237215,1,1,1,1
2116,23,23811,238111,1,1,1,1
2117,23,23811,238112,1,1,1,1
2118,23,23811,238113,1,1,1,1
2119,23,23811,238114,1,1,1,1
2120,23,23811,238115,1,1,1,1
2121,24,24111,241111,1,1,1,1
2122,24,24111,241112,1,1,1,0
2123,24,24111,241112,2,2,1,1
2124,24,24111,241113,1,1,1,1
2125,24,24111,241113,2,2,1,1
2126,24,24111,241114,1,1,1,1
2127,24,24111,241114,2,2,1,1
2128,24,24111,241115,1,1,1,1
2129,24,24121,241211,1,1,1,1
2130,24,24121,241211,2,2,1,1
2131,24,24121,241212,1,1,1,0
2132,24,24121,241213,1,1,1,1
2133,24,24121,241213,2,1,2,1
2134,24,24121,241213,3,2,1,1
2135,24,24121,241214,1,1,1,1
2136,24,24121,241214,2,2,1,1
2137,24,24121,241215,1,1,1,1
2138,24,24121,241215,2,1,2,1
2139,24,24121,241215,3,1,3,1
2140,24,24121,241215,4,1,4,1
2141,24,24121,241215,5,1,5,1
2142,24,24211,242111,1,1,1,1
2143,24,24211,242111,2,1,1,1
2144,24,24211,242111,2,1,2,1
2145,24,24211,242112,1,1,1,1
2146,24,24211,242113,1,1,1,1
2147,24,24211,242114,1,1,1,1
2148,24,24211,242114,2,2,1,1
2149,24,24211,242114,3,3,1,1
2150,24,24211,242114,4,4,1,1
2151,24,24211,242115,1,1,1,1
2152,24,24221,242211,1,1,1,1
2153,24,24221,242212,1,1,1,1
2154,24,24221,242213,1,1,1,1
2155,24,24221,242213,2,2,1,1
2156,24,24221,242213,3,3,1,1
2157,24,24221,242214,1,1,1,1
2158,24,24221,242215,1,1,1,1
2159,24,24311,243111,1,1,1,1
2160,24,24311,243112,1,1,1,1
2161,24,24311,243112,2,2,1,1
2162,24,24311,243112,3,1,2,1
2163,24,24311,243112,4,1,3,1
2164,24,24311,243113,1,1,1,1
2165,24,24311,243113,2,1,2,1
2166,24,24311,243113,3,2,1,1
2167,24,24311,243114,1,1,1,1
2168,24,24311,243115,1,1,1,1
2169,24,24311,243115,2,1,2,1
2170,24,24311,243115,3,1,3,1
2171,24,24311,243115,4,2,1,1
2172,24,24311,243115,5,1,3,1
2173,24,24311,243115,5,2,1,1
2174,24,24311,243115,5,3,1,1
2175,24,24311,243115,6,4,1,1
2176,24,24311,243115,7,4,2,1
2177,24,24321,243211,1,1,1,1
2178,24,24321,243211,2,1,2,1
2179,24,24321,243211,3,1,3,1
2180,24,24321,243211,4,2,1,1
2181,24,24321,243211,5,3,1,1
2182,24,24321,243212,1,1,1,1
2183,24,24321,243212,2,2,1,1
2184,24,24321,243213,2,2,1,1
2185,24,24321,243214,1,1,1,1
2186,24,24321,243214,2,2,1,1
2187,24,24321,243214,3,3,1,1
2188,24,24321,243215,1,1,1,0
2189,24,24321,243215,2,1,2,0
2190,24,24321,243215,3,2,1,0
2191,24,24321,243215,4,3,1,0
2192,24,24331,243311,1,1,1,1
2193,24,24331,243311,2,2,1,1
2194,24,24331,243311,2,2,2,1
2195,24,24331,243311,3,3,1,1
2196,24,24331,243312,1,1,1,1
2197,24,24331,243312,2,2,1,1
2198,24,24331,243313,1,1,1,1
2199,24,24331,243313,2,1,2,1
2200,24,24331,243313,3,1,3,1
2201,24,24331,243314,1,1,1,1
2202,24,24331,243314,2,2,1,1
2203,24,24331,243315,1,1,1,1
2204,24,24411,244111,1,1,1,1
2205,24,24411,244111,2,2,1,1
2206,24,24411,244111,3,3,1,1
2207,24,24411,244112,1,1,1,1
2208,24,24411,244112,2,2,1,1
2209,24,24411,244113,1,1,1,1
2210,24,24411,244114,1,1,1,1
2211,24,24411,244115,1,1,1,1
2212,24,24411,244115,2,2,1,1
2213,24,24411,244115,3,3,1,1
2214,24,24511,245111,1,1,1,1
2215,24,24511,245112,1,1,1,0
2216,24,24511,245112,1,2,1,1
2217,24,24511,245112,2,2,1,1
2218,24,24511,245112,3,2,2,1
2219,24,24511,245113,1,1,1,1
2220,24,24511,245113,2,2,1,1
2221,24,24511,245114,1,1,1,1
2222,24,24511,245114,2,2,1,0
2223,24,24511,245114,3,3,1,1
2224,24,24511,245115,1,1,1,1
2225,24,24511,245115,2,1,1,1
2226,24,24521,245211,1,1,1,1
2227,24,24521,245212,1,1,1,1
2228,24,24521,245212,2,2,1,1
2229,24,24521,245213,1,1,1,1
2230,24,24521,245213,2,2,1,1
2231,24,24521,245214,1,1,1,1
2232,24,24521,245214,2,2,1,1
2233,24,24521,245215,1,1,1,1
2234,24,24531,245311,1,1,1,1
2235,24,24531,245311,2,2,1,1
2236,24,24531,245312,1,1,1,1
2237,24,24531,245313,1,1,1,1
2238,24,24531,245314,1,1,1,1
2239,24,24531,245314,2,2,1,1
2240,24,24531,245314,3,3,1,1
2241,24,24531,245315,1,1,1,1
2242,24,24531,245315,2,1,1,1
2243,24,24611,246111,1,1,1,1
2244,24,24611,246111,2,2,1,1
2245,24,24611,246112,1,1,1,1
2246,24,24611,246112,2,1,1,1
2247,24,24611,246112,2,2,1,1
2248,24,24611,246112,3,3,1,1
2249,24,24611,246113,1,1,1,1
2250,24,24611,246113,2,1,2,1
2251,24,24611,246113,3,1,3,1
2252,24,24611,246114,1,1,1,1
2253,24,24611,246114,2,1,1,1
2254,24,24611,246114,3,1,1,1
2255,24,24611,246115,1,1,1,1
2256,24,24611,246115,2,2,1,1
2257,24,24711,247111,1,1,1,1
2258,24,24711,247111,2,2,1,1
2259,24,24711,247112,1,1,1,1
2260,24,24711,247113,1,1,1,1
2261,24,24711,247114,1,1,1,0
2262,24,24711,247114,2,1,1,0
2263,24,24711,247115,1,1,1,1
2264,24,24721,247211,1,1,1,1
2265,24,24721,247212,1,1,1,1
2266,24,24721,247212,2,1,2,1
2267,24,24721,247212,3,1,3,1
2268,24,24721,247212,4,1,4,1
2269,24,24721,247212,5,1,5,1
2270,24,24721,247212,6,1,6,1
2271,24,24721,247213,1,1,1,1
2272,24,24721,247214,1,1,1,1
2273,24,24721,247215,1,1,1,1
2274,24,24721,247215,2,1,1,1
2275,24,24731,247311,1,1,1,1
2276,24,24731,247312,1,1,1,1
2277,24,24731,247313,1,1,1,1
2278,24,24731,247313,2,1,1,0
2279,24,24731,247313,3,1,1,0
2280,24,24731,247314,1,1,1,1
2281,24,24731,247314,2,1,1,1
2282,24,24731,247314,2,2,1,1
2283,24,24731,247314,3,1,1,1
2284,24,24731,247314,3,1,2,1
2285,24,24731,247315,1,1,1,1
2286,24,24731,247315,2,2,1,1
2287,24,24731,247315,3,2,1,1
2288,24,24731,247315,3,2,2,0
2289,24,24731,247315,4,2,3,1
2290,24,24741,247411,1,1,1,1
2291,24,24741,247412,1,1,1,1
2292,24,24741,247413,1,1,1,0
2293,24,24741,247413,2,2,1,0
2294,24,24741,247414,1,1,1,1
2295,24,24741,247414,2,1,2,1
2296,24,24741,247414,3,2,1,1
2297,24,24741,247415,1,1,1,1
2298,24,24751,247511,1,1,1,1
2299,24,24751,247512,1,1,1,0
2300,24,24751,247512,2,2,1,0
2301,24,24751,247513,1,1,1,1
2302,24,24751,247513,2,2,1,1
2303,24,24751,247514,1,1,1,1
2304,24,24751,247514,2,2,1,1
2305,24,24751,247515,1,1,1,1
2306,24,24751,247515,2,2,1,1
2307,24,24751,247515,3,3,1,1
2308,24,24811,248111,1,1,1,1
2309,24,24811,248112,1,1,1,1
2310,24,24811,248112,2,2,1,0
2311,24,24811,248113,1,1,1,1
2312,24,24811,248113,2,2,1,1
2313,24,24811,248114,1,1,1,1
2314,24,24811,248114,2,2,1,1
2315,24,24811,248115,1,1,1,1
2316,24,24811,248115,2,2,1,1
2317,24,24821,248211,1,1,1,1
2318,24,24821,248211,2,2,1,1
2319,24,24821,248211,3,3,1,1
2320,24,24821,248211,4,4,1,1
2321,24,24821,248212,1,1,1,1
2322,24,24821,248212,2,2,1,1
2323,24,24821,248212,3,3,1,1
2324,24,24821,248212,4,4,1,0
2325,24,24821,248212,5,4,2,1
2326,24,24821,248213,1,1,1,1
2327,24,24821,248213,2,2,1,1
2328,24,24821,248213,3,3,1,1
2329,24,24821,248213,4,4,1,1
2330,24,24821,248214,1,1,1,1
2331,24,24821,248215,1,1,1,1
2332,24,24821,248215,2,2,1,1
2333,24,24821,248215,3,3,1,1
2334,24,24831,248311,1,1,1,0
2335,24,24831,248311,1,2,1,1
2336,24,24831,248311,2,1,1,1
2337,24,24831,248311,2,2,1,1
2338,24,24831,248312,1,1,1,1
2339,24,24831,248312,2,2,1,1
2340,24,24831,248312,3,3,1,0
2341,24,24831,248312,4,4,1,0
2342,24,24831,248313,1,1,1,0
2343,24,24831,248313,2,2,1,0
2344,24,24831,248314,1,1,1,1
2345,24,24831,248315,1,1,1,1
2346,24,24831,248315,2,2,1,0
2347,24,24831,248315,3,3,1,1
2348,24,24841,248411,1,1,1,0
2349,24,24841,248412,1,1,1,1
2350,24,24841,248413,1,1,1,1
2351,24,24841,248413,2,2,1,1
2352,24,24841,248413,3,3,1,0
2353,24,24841,248413,4,4,1,1
2354,24,24841,248413,5,5,1,1
2355,24,24841,248414,1,1,1,1
2356,24,24841,248415,1,1,1,0
2357,24,24911,249111,1,1,1,1
2358,24,24911,249111,2,2,1,1
2359,24,24911,249111,3,3,1,1
2360,24,24911,249111,4,4,1,1
2361,24,24911,249111,5,5,1,1
2362,24,24911,249112,1,1,1,1
