ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,Household_asset,asset_own, UnitValue_Naira ,Total_Number,Women_portion,Men_portion,portions_error_detection,error_detection_remark
18119,3,33,3315,33153,331531,3315314,Cell phone,Yes," 9,500.00 ",4,2,2,,
18120,3,33,3315,33153,331531,3315315,Cell phone,Yes," 4,000.00 ",2,0,2,,
18121,3,33,3316,33161,331611,3316111,Cell phone,Yes," 3,500.00 ",5,1,4,,
18122,3,33,3316,33161,331611,3316112,Cell phone,Yes," 4,000.00 ",3,0,3,,
18123,3,33,3316,33161,331611,3316113,Cell phone,Yes," 5,000.00 ",3,2,1,,
18124,3,33,3316,33161,331611,3316114,Cell phone,Yes," 1,500.00 ",2,1,1,,
18125,3,33,3316,33161,331611,3316115,Cell phone,Yes," 3,000.00 ",4,2,2,,
18126,3,33,3317,33171,331711,3317111,Cell phone,Yes," 3,500.00 ",7,3,4,,
18127,3,33,3317,33171,331711,3317112,Cell phone,Yes," 4,500.00 ",6,3,3,,
18128,3,33,3317,33171,331711,3317113,Cell phone,Yes," 8,000.00 ",3,2,1,,
18129,3,33,3317,33171,331711,3317114,Cell phone,Yes," 2,500.00 ",2,1,1,,
18130,3,33,3317,33171,331711,3317115,Cell phone,Yes," 2,500.00 ",2,0,2,,
18131,3,33,3317,33171,331712,3317121,Cell phone,Yes," 5,000.00 ",3,2,1,,
18132,3,33,3317,33171,331712,3317122,Cell phone,Yes," 12,000.00 ",5,3,2,,
18133,3,33,3317,33171,331712,3317123,Cell phone,Yes," 1,500.00 ",5,2,3,,
18134,3,33,3317,33171,331712,3317124,Cell phone,Yes," 11,500.00 ",2,1,1,,
18135,3,33,3317,33171,331712,3317125,Cell phone,Yes," 2,500.00 ",2,1,1,,
18136,3,33,3318,33181,331811,3318111,Cell phone,Yes," 40,000.00 ",10,2,8,,
18137,3,33,3318,33181,331811,3318112,Cell phone,Yes," 3,500.00 ",1,0,1,,
18138,3,33,3318,33181,331811,3318113,Cell phone,Yes, -   ,9,5,4,,
18139,3,33,3318,33181,331811,3318114,Cell phone,Yes," 17,000.00 ",4,2,2,,
18140,3,33,3318,33181,331811,3318115,Cell phone,Yes," 4,000.00 ",5,3,2,,
18141,3,33,3318,33182,331821,3318211,Cell phone,Yes," 30,000.00 ",4,2,2,,
18142,3,33,3318,33182,331821,3318212,Cell phone,Yes," 10,000.00 ",8,4,4,,
18143,3,33,3318,33182,331821,3318213,Cell phone,Yes," 3,500.00 ",2,1,1,,
18144,3,33,3318,33182,331821,3318214,Cell phone,Yes," 3,000.00 ",3,2,1,,
18145,3,33,3318,33182,331821,3318215,Cell phone,Yes," 5,000.00 ",5,2,3,,
18146,3,33,3320,33201,332011,3320111,Cell phone,Yes," 2,500.00 ",2,0,2,,
18147,3,33,3320,33201,332011,3320112,Cell phone,Yes," 4,000.00 ",1,1,0,,
18148,3,33,3320,33201,332011,3320113,Cell phone,Yes," 7,000.00 ",3,1,2,,
18149,3,33,3320,33201,332011,3320114,Cell phone,Yes," 2,850.00 ",3,0,3,,
18150,3,33,3320,33201,332011,3320115,Cell phone,Yes," 4,000.00 ",4,2,2,,
18151,3,33,3320,33202,332021,3320211,Cell phone,Yes," 3,500.00 ",3,2,1,,
18152,3,33,3320,33202,332021,3320212,Cell phone,Yes," 3,000.00 ",1,0,1,,
18153,3,33,3320,33202,332021,3320213,Cell phone,Yes," 7,500.00 ",14,7,7,,
18154,3,33,3320,33202,332021,3320214,Cell phone,Yes," 17,000.00 ",2,1,1,,
18155,3,33,3320,33202,332021,3320215,Cell phone,Yes," 2,500.00 ",3,2,1,,
18156,3,33,3320,33203,332031,3320311,Cell phone,Yes," 3,400.00 ",6,4,2,,
18157,3,33,3320,33203,332031,3320312,Cell phone,Yes," 3,500.00 ",3,2,1,,
18158,3,33,3320,33203,332031,3320313,Cell phone,Yes," 3,000.00 ",9,5,4,,
18159,3,33,3320,33203,332031,3320314,Cell phone,Yes," 2,500.00 ",3,1,2,,
18160,3,33,3320,33203,332031,3320315,Cell phone,Yes," 3,500.00 ",3,2,1,,
18161,3,33,3320,33204,332041,3320411,Cell phone,Yes," 5,000.00 ",6,2,4,,
18162,3,33,3320,33204,332041,3320412,Cell phone,Yes," 3,500.00 ",1,0,1,,
18163,3,33,3320,33204,332041,3320413,Cell phone,Yes," 1,000.00 ",2,2,0,,
18164,3,33,3320,33204,332041,3320414,Cell phone,Yes," 11,000.00 ",3,1,2,,
18165,3,33,3320,33204,332041,3320415,Cell phone,Yes," 9,000.00 ",4,1,3,,
18166,3,33,3321,33211,332111,3321111,Cell phone,Yes," 2,500.00 ",2,1,1,,
18167,3,33,3321,33211,332111,3321112,Cell phone,Yes," 2,500.00 ",1,0,1,,
18168,3,33,3321,33211,332111,3321113,Cell phone,Yes," 2,000.00 ",1,0,1,,
18169,3,33,3321,33211,332111,3321114,Cell phone,Yes," 3,500.00 ",3,1,2,,
18170,3,33,3321,33211,332111,3321115,Cell phone,Yes," 2,500.00 ",4,2,2,,
18171,3,33,3321,33212,332121,3321211,Cell phone,Yes," 5,500.00 ",1,0,1,,
18172,3,33,3321,33212,332121,3321212,Cell phone,Yes," 6,000.00 ",2,1,1,,
18173,3,33,3321,33212,332121,3321213,Cell phone,Yes," 3,000.00 ",6,2,4,,
18174,3,33,3321,33212,332121,3321214,Cell phone,Yes," 3,000.00 ",3,2,1,,
18175,3,33,3321,33212,332121,3321215,Cell phone,Yes," 6,500.00 ",8,3,5,,
18176,3,33,3322,33221,332211,3322111,Cell phone,Yes," 4,500.00 ",33,2,31,,
18177,3,33,3322,33221,332211,3322112,Cell phone,Yes," 3,500.00 ",1,0,1,,
18178,3,33,3322,33221,332211,3322113,Cell phone,Yes," 1,000.00 ",1,0,1,,
18179,3,33,3322,33221,332211,3322114,Cell phone,Yes," 11,500.00 ",4,2,2,,
18180,3,33,3322,33221,332211,3322115,Cell phone,Yes," 4,000.00 ",3,2,1,,
18181,3,33,3322,33222,332221,3322211,Cell phone,Yes," 2,500.00 ",2,1,1,,
18182,3,33,3322,33222,332221,3322212,Cell phone,Yes," 3,000.00 ",3,1,2,,
18183,3,33,3322,33222,332221,3322213,Cell phone,Yes," 4,000.00 ",3,1,2,,
18184,3,33,3322,33222,332221,3322214,Cell phone,Yes," 2,000.00 ",2,1,1,,
18185,3,33,3322,33222,332221,3322215,Cell phone,Yes," 2,000.00 ",1,1,0,,
18186,3,33,3322,33223,332231,3322311,Cell phone,Yes," 5,000.00 ",4,2,2,,
18187,3,33,3322,33223,332231,3322312,Cell phone,Yes," 4,500.00 ",2,1,1,,
18188,3,33,3322,33223,332231,3322313,Cell phone,Yes," 2,000.00 ",6,2,4,,
18189,3,33,3322,33223,332231,3322314,Cell phone,Yes," 3,000.00 ",2,1,1,,
18190,3,33,3322,33223,332231,3322315,Cell phone,Yes," 5,000.00 ",6,2,4,,
18191,3,33,3322,33224,332241,3322411,Cell phone,Yes," 5,000.00 ",8,3,5,,
18192,3,33,3322,33224,332241,3322412,Cell phone,Yes," 3,000.00 ",5,3,2,,
18193,3,33,3322,33224,332241,3322413,Cell phone,Yes," 4,000.00 ",2,1,1,,
18194,3,33,3322,33224,332241,3322414,Cell phone,Yes," 2,500.00 ",3,1,2,,
18195,3,33,3322,33224,332241,3322415,Cell phone,Yes," 3,500.00 ",1,0,1,,
18196,3,33,331,3311,33111,331111,Stove,Yes, 800.00 ,1,1,0,,
18197,3,33,331,3311,33111,331112,Stove,Yes, 850.00 ,1,1,0,,
18198,3,33,331,3311,33111,331113,Stove,Yes," 1,400.00 ",5,5,0,,
18199,3,33,331,3311,33111,331114,Stove,Yes," 1,500.00 ",1,1,0,,
18200,3,33,331,3311,33111,331115,Stove,Yes, 800.00 ,1,1,0,,
18201,3,33,331,3312,33121,331211,Stove,Yes," 2,500.00 ",2,1,1,,
18202,3,33,331,3312,33121,331212,Stove,Yes," 1,500.00 ",1,0,1,,
18203,3,33,331,3312,33121,331213,Stove,No, -   ,0,0,0,,
18204,3,33,331,3312,33121,331214,Stove,Yes," 2,000.00 ",1,1,0,,
18205,3,33,331,3312,33121,331215,Stove,Yes," 1,200.00 ",3,3,0,,
18206,3,33,331,3313,33131,331311,Stove,Yes, 900.00 ,1,1,0,,
18207,3,33,331,3313,33131,331312,Stove,Yes, 700.00 ,1,1,0,,
18208,3,33,331,3313,33131,331313,Stove,Yes," 1,800.00 ",2,2,0,,
18209,3,33,331,3313,33131,331314,Stove,Yes," 2,000.00 ",1,1,0,,
18210,3,33,331,3313,33131,331315,Stove,No, -   ,0,0,0,,
18211,3,33,332,3321,33211,332111,Stove,Yes," 5,000.00 ",1,1,0,,
18212,3,33,332,3321,33211,332112,Stove,No, -   ,0,0,0,,
18213,3,33,332,3321,33211,332113,Stove,Yes, 500.00 ,1,1,0,,
18214,3,33,332,3321,33211,332114,Stove,No, -   ,0,0,0,,
18215,3,33,332,3321,33211,332115,Stove,Yes, 900.00 ,3,0,3,,
18216,3,33,333,3331,33311,333111,Stove,Yes, 800.00 ,1,1,0,,
18217,3,33,333,3331,33311,333112,Stove,Yes," 3,500.00 ",1,1,0,,
18218,3,33,333,3331,33311,333113,Stove,Yes, 900.00 ,3,3,0,,
18219,3,33,333,3331,33311,333114,Stove,No, -   ,0,0,0,,
18220,3,33,333,3331,33311,333115,Stove,Yes, 800.00 ,1,0,1,,
18221,3,33,334,3341,33411,334111,Stove,Yes," 1,800.00 ",2,2,0,,
18222,3,33,334,3341,33411,334112,Stove,Yes," 1,300.00 ",1,1,0,,
18223,3,33,334,3341,33411,334113,Stove,Yes, 500.00 ,1,1,0,,
18224,3,33,334,3341,33411,334114,Stove,Yes," 2,000.00 ",2,2,0,,
18225,3,33,334,3341,33411,334115,Stove,Yes, 800.00 ,4,2,2,,
18226,3,33,334,3342,33421,334211,Stove,Yes," 2,000.00 ",2,2,0,,
18227,3,33,334,3342,33421,334212,Stove,Yes," 1,400.00 ",1,0,1,,
18228,3,33,334,3342,33421,334213,Stove,Yes, 400.00 ,1,1,0,,
18229,3,33,334,3342,33421,334214,Stove,Yes," 2,000.00 ",1,1,0,,
18230,3,33,334,3342,33421,334215,Stove,Yes, 700.00 ,3,3,0,,
18231,3,33,334,3343,33431,334311,Stove,Yes," 4,000.00 ",1,1,0,,
18232,3,33,334,3343,33431,334312,Stove,No, -   ,0,0,0,,
18233,3,33,334,3343,33431,334313,Stove,Yes, 800.00 ,2,2,0,,
18234,3,33,334,3343,33431,334314,Stove,No, -   ,0,0,0,,
18235,3,33,334,3343,33431,334315,Stove,Yes," 1,500.00 ",2,2,0,,
18236,3,33,335,3351,33541,335411,Stove,Yes," 1,800.00 ",1,1,0,,
18237,3,33,335,3351,33541,335412,Stove,No, -   ,0,0,0,,
18238,3,33,335,3351,33541,335413,Stove,Yes," 1,500.00 ",3,2,1,,
18239,3,33,335,3351,33541,335414,Stove,No, -   ,0,0,0,,
18240,3,33,335,3351,33541,335415,Stove,Yes, 300.00 ,1,1,0,,
18241,3,33,336,3361,33611,336111,Stove,Yes, 500.00 ,3,3,0,,
18242,3,33,336,3361,33611,336112,Stove,Yes," 3,500.00 ",2,1,1,,
18243,3,33,336,3361,33611,336113,Stove,Yes, 800.00 ,2,2,0,,
18244,3,33,336,3361,33611,336114,Stove,Yes," 3,500.00 ",1,1,0,,
18245,3,33,336,3361,33611,336115,Stove,Yes," 1,200.00 ",1,0,1,,
18246,3,33,336,3362,33621,336211,Stove,Yes, 900.00 ,1,1,0,,
18247,3,33,336,3362,33621,336212,Stove,Yes," 1,200.00 ",1,0,1,,
18248,3,33,336,3362,33621,336213,Stove,No, -   ,0,0,0,,
18249,3,33,336,3362,33621,336214,Stove,Yes," 1,000.00 ",1,1,0,,
18250,3,33,336,3362,33621,336215,Stove,Yes," 2,000.00 ",1,0,1,,
18251,3,33,336,3363,33631,336311,Stove,Yes," 2,300.00 ",1,1,0,,
18252,3,33,336,3363,33631,336312,Stove,Yes," 1,200.00 ",1,1,0,,
18253,3,33,336,3363,33631,336313,Stove,Yes," 1,000.00 ",2,2,0,,
18254,3,33,336,3363,33631,336314,Stove,Yes," 2,000.00 ",2,2,0,,
18255,3,33,336,3363,33631,336315,Stove,Yes," 2,000.00 ",1,0,1,,
18256,3,33,336,3364,33641,336411,Stove,No, -   ,0,0,0,,
18257,3,33,336,3364,33641,336412,Stove,Yes," 3,500.00 ",1,1,0,,
18258,3,33,336,3364,33641,336413,Stove,No, -   ,0,0,0,,
18259,3,33,336,3364,33641,336414,Stove,Yes," 2,500.00 ",1,1,0,,
18260,3,33,336,3364,33641,336415,Stove,Yes, 650.00 ,2,2,0,,
18261,3,33,338,3381,33811,338111,Stove,Yes," 2,000.00 ",1,1,0,,
18262,3,33,338,3381,33811,338112,Stove,Yes, 950.00 ,1,1,0,,
18263,3,33,338,3381,33811,338113,Stove,Yes, 500.00 ,2,2,0,,
18264,3,33,338,3381,33811,338114,Stove,Yes," 2,000.00 ",1,1,0,,
18265,3,33,338,3381,33811,338115,Stove,Yes," 6,000.00 ",4,4,0,,
18266,3,33,338,3382,33821,338211,Stove,Yes," 1,000.00 ",2,2,0,,
18267,3,33,338,3382,33821,338212,Stove,Yes," 2,500.00 ",1,1,0,,
18268,3,33,338,3382,33821,338213,Stove,Yes, 500.00 ,1,1,0,,
18269,3,33,338,3382,33821,338214,Stove,Yes," 2,000.00 ",1,1,0,,
18270,3,33,338,3382,33821,338215,Stove,Yes, 650.00 ,1,1,0,,
18271,3,33,339,3391,33911,339111,Stove,Yes, 800.00 ,1,1,0,,
18272,3,33,339,3391,33911,339112,Stove,Yes," 12,000.00 ",1,1,0,,
18273,3,33,339,3391,33911,339113,Stove,Yes, 800.00 ,3,3,0,,
18274,3,33,339,3391,33911,339114,Stove,Yes," 2,500.00 ",1,1,0,,
18275,3,33,339,3391,33911,339115,Stove,Yes," 1,500.00 ",1,1,0,,
18276,3,33,3310,33101,331011,3310111,Stove,No, -   ,0,0,0,,
18277,3,33,3310,33101,331011,3310112,Stove,Yes," 2,400.00 ",1,1,0,,
18278,3,33,3310,33101,331011,3310113,Stove,Yes, 800.00 ,1,1,0,,
18279,3,33,3310,33101,331011,3310114,Stove,No, -   ,0,0,0,,
18280,3,33,3310,33101,331011,3310115,Stove,Yes, 650.00 ,1,1,0,,
18281,3,33,3310,33102,331021,3310211,Stove,Yes," 1,200.00 ",1,0,1,,
18282,3,33,3310,33102,331021,3310212,Stove,Yes," 1,300.00 ",1,1,0,,
18283,3,33,3310,33102,331021,3310213,Stove,Yes," 1,500.00 ",2,2,0,,
18284,3,33,3310,33102,331021,3310214,Stove,No, -   ,0,0,0,,
18285,3,33,3310,33102,331021,3310215,Stove,Yes, 500.00 ,1,1,0,,
18286,3,33,3311,33111,331111,3311111,Stove,Yes, 900.00 ,1,1,0,,
18287,3,33,3311,33111,331111,3311112,Stove,Yes," 2,900.00 ",1,1,0,,
18288,3,33,3311,33111,331111,3311113,Stove,Yes, 700.00 ,1,1,0,,
18289,3,33,3311,33111,331111,3311114,Stove,No, -   ,0,0,0,,
18290,3,33,3311,33111,331111,3311115,Stove,No, -   ,0,0,0,,
18291,3,33,3311,33112,331121,3311211,Stove,Yes," 1,000.00 ",5,5,0,,
18292,3,33,3311,33112,331121,3311212,Stove,Yes," 5,000.00 ",1,1,0,,
18293,3,33,3311,33112,331121,3311213,Stove,Yes," 1,000.00 ",1,1,0,,
18294,3,33,3311,33112,331121,3311214,Stove,Yes," 1,000.00 ",1,1,0,,
18295,3,33,3311,33112,331121,3311215,Stove,Yes, 800.00 ,1,0,1,,
18296,3,33,3311,33113,331131,3311311,Stove,Yes," 1,600.00 ",2,2,0,,
18297,3,33,3311,33113,331131,3311312,Stove,Yes," 1,800.00 ",1,1,0,,
18298,3,33,3311,33113,331131,3311313,Stove,No, -   ,0,0,0,,
18299,3,33,3311,33113,331131,3311314,Stove,Yes," 2,500.00 ",3,3,0,,
18300,3,33,3311,33113,331131,3311315,Stove,Yes, 600.00 ,3,3,0,,
18301,3,33,3311,33114,331141,3311411,Stove,Yes," 1,300.00 ",2,2,0,,
18302,3,33,3311,33114,331141,3311412,Stove,Yes," 3,000.00 ",1,1,0,,
18303,3,33,3311,33114,331141,3311413,Stove,Yes," 1,000.00 ",2,2,0,,
18304,3,33,3311,33114,331141,3311414,Stove,No, -   ,0,0,0,,
18305,3,33,3311,33114,331141,3311415,Stove,Yes, 900.00 ,1,0,1,,
18306,3,33,3312,33121,331251,3312511,Stove,Yes," 2,000.00 ",1,1,0,,
18307,3,33,3312,33121,331251,3312512,Stove,Yes," 2,500.00 ",1,1,0,,
18308,3,33,3312,33121,331251,3312513,Stove,Yes, 500.00 ,1,1,0,,
18309,3,33,3312,33121,331251,3312514,Stove,Yes," 1,000.00 ",1,1,0,,
18310,3,33,3312,33121,331251,3312515,Stove,No, -   ,0,0,0,,
18311,3,33,3312,33122,331261,3312611,Stove,Yes, 900.00 ,1,1,0,,
18312,3,33,3312,33122,331261,3312612,Stove,Yes," 3,000.00 ",1,1,0,,
18313,3,33,3312,33122,331261,3312613,Stove,Yes," 1,000.00 ",1,1,0,,
18314,3,33,3312,33122,331261,3312614,Stove,Yes," 1,500.00 ",1,1,0,,
18315,3,33,3312,33122,331261,3312615,Stove,Yes," 1,500.00 ",1,0,1,,
18316,3,33,3312,33123,331271,3312711,Stove,Yes," 2,000.00 ",1,1,0,,
18317,3,33,3312,33123,331271,3312712,Stove,Yes, 850.00 ,1,1,0,,
18318,3,33,3312,33123,331271,3312713,Stove,Yes," 1,000.00 ",1,1,0,,
18319,3,33,3312,33123,331271,3312714,Stove,Yes," 3,000.00 ",2,2,0,,
18320,3,33,3312,33123,331271,3312715,Stove,Yes, 500.00 ,1,1,0,,
18321,3,33,3312,33124,331281,3312811,Stove,Yes," 1,200.00 ",1,1,0,,
18322,3,33,3312,33124,331281,3312812,Stove,Yes," 1,200.00 ",1,1,0,,
18323,3,33,3312,33124,331281,3312813,Stove,Yes, 800.00 ,1,0,1,,
18324,3,33,3312,33124,331281,3312814,Stove,Yes," 3,000.00 ",1,1,0,,
18325,3,33,3312,33124,331281,3312815,Stove,Yes, 300.00 ,1,1,0,,
18326,3,33,3312,33125,331291,3312911,Stove,Yes, 800.00 ,2,1,1,,
18327,3,33,3312,33125,331291,3312912,Stove,Yes," 4,500.00 ",1,1,0,,
18328,3,33,3312,33125,331291,3312913,Stove,Yes," 1,000.00 ",2,2,0,,
18329,3,33,3312,33125,331291,3312914,Stove,Yes," 1,000.00 ",3,2,1,,
18330,3,33,3312,33125,331291,3312915,Stove,Yes, 500.00 ,1,0,1,,
18331,3,33,3313,33131,331311,3313111,Stove,Yes," 1,300.00 ",1,1,0,,
18332,3,33,3313,33131,331311,3313112,Stove,Yes, 900.00 ,1,0,1,,
18333,3,33,3313,33131,331311,3313113,Stove,Yes," 1,000.00 ",2,2,0,,
18334,3,33,3313,33131,331311,3313114,Stove,Yes, 800.00 ,1,1,0,,
18335,3,33,3313,33131,331311,3313115,Stove,Yes, 650.00 ,5,5,0,,
18336,3,33,3314,33141,331411,3314111,Stove,Yes," 2,500.00 ",1,1,0,,
18337,3,33,3314,33141,331411,3314112,Stove,Yes," 3,500.00 ",3,3,0,,
18338,3,33,3314,33141,331411,3314113,Stove,Yes," 1,500.00 ",1,1,0,,
18339,3,33,3314,33141,331411,3314114,Stove,Yes," 1,500.00 ",1,1,0,,
18340,3,33,3314,33141,331411,3314115,Stove,Yes, 900.00 ,2,2,0,,
18341,3,33,3315,33151,331511,3315111,Stove,Yes," 1,800.00 ",1,1,0,,
18342,3,33,3315,33151,331511,3315112,Stove,Yes," 4,000.00 ",1,1,0,,
18343,3,33,3315,33151,331511,3315113,Stove,No, -   ,0,0,0,,
18344,3,33,3315,33151,331511,3315114,Stove,Yes," 2,000.00 ",1,1,0,,
18345,3,33,3315,33151,331511,3315115,Stove,Yes, 650.00 ,1,0,1,,
18346,3,33,3315,33152,331521,3315211,Stove,Yes," 1,500.00 ",3,3,0,,
18347,3,33,3315,33152,331521,3315212,Stove,Yes," 1,200.00 ",1,1,0,,
18348,3,33,3315,33152,331521,3315213,Stove,Yes," 1,500.00 ",2,2,0,,
18349,3,33,3315,33152,331521,3315214,Stove,Yes," 3,000.00 ",1,1,0,,
18350,3,33,3315,33152,331521,3315215,Stove,Yes, 500.00 ,2,0,2,,
18351,3,33,3315,33153,331531,3315311,Stove,Yes, 900.00 ,2,2,0,,
18352,3,33,3315,33153,331531,3315312,Stove,Yes, 950.00 ,1,0,1,,
18353,3,33,3315,33153,331531,3315313,Stove,Yes," 1,500.00 ",1,1,0,,
18354,3,33,3315,33153,331531,3315314,Stove,No, -   ,0,0,0,,
18355,3,33,3315,33153,331531,3315315,Stove,Yes, 500.00 ,1,1,0,,
18356,3,33,3316,33161,331611,3316111,Stove,Yes," 1,200.00 ",1,1,0,,
18357,3,33,3316,33161,331611,3316112,Stove,Yes," 3,500.00 ",1,0,1,,
18358,3,33,3316,33161,331611,3316113,Stove,Yes," 1,000.00 ",1,1,0,,
18359,3,33,3316,33161,331611,3316114,Stove,No, -   ,0,0,0,,
18360,3,33,3316,33161,331611,3316115,Stove,Yes, 750.00 ,2,0,2,,
18361,3,33,3317,33171,331711,3317111,Stove,Yes," 1,000.00 ",1,1,0,,
18362,3,33,3317,33171,331711,3317112,Stove,Yes," 3,000.00 ",1,1,0,,
18363,3,33,3317,33171,331711,3317113,Stove,Yes, 800.00 ,1,1,0,,
18364,3,33,3317,33171,331711,3317114,Stove,Yes," 1,200.00 ",1,1,0,,
18365,3,33,3317,33171,331711,3317115,Stove,Yes," 1,000.00 ",1,0,1,,
18366,3,33,3317,33171,331712,3317121,Stove,Yes," 1,800.00 ",2,2,0,,
18367,3,33,3317,33171,331712,3317122,Stove,Yes," 1,100.00 ",1,0,1,,
18368,3,33,3317,33171,331712,3317123,Stove,Yes," 1,000.00 ",1,0,1,,
18369,3,33,3317,33171,331712,3317124,Stove,Yes," 3,000.00 ",1,1,0,,
18370,3,33,3317,33171,331712,3317125,Stove,No, -   ,0,0,0,,
18371,3,33,3318,33181,331811,3318111,Stove,Yes," 3,000.00 ",2,1,1,,
18372,3,33,3318,33181,331811,3318112,Stove,Yes, 850.00 ,1,1,0,,
18373,3,33,3318,33181,331811,3318113,Stove,No, -   ,0,0,0,,
18374,3,33,3318,33181,331811,3318114,Stove,Yes," 2,500.00 ",2,2,0,,
18375,3,33,3318,33181,331811,3318115,Stove,Yes, 800.00 ,1,1,0,,
18376,3,33,3318,33182,331821,3318211,Stove,Yes," 4,500.00 ",2,2,0,,
18377,3,33,3318,33182,331821,3318212,Stove,Yes," 10,000.00 ",3,3,0,,
18378,3,33,3318,33182,331821,3318213,Stove,Yes, 700.00 ,1,1,0,,
18379,3,33,3318,33182,331821,3318214,Stove,Yes," 2,500.00 ",2,2,0,,
18380,3,33,3318,33182,331821,3318215,Stove,Yes, 900.00 ,2,2,0,,
18381,3,33,3320,33201,332011,3320111,Stove,Yes," 5,000.00 ",2,2,0,,
18382,3,33,3320,33201,332011,3320112,Stove,No, -   ,0,0,0,,
18383,3,33,3320,33201,332011,3320113,Stove,No, -   ,0,0,0,,
18384,3,33,3320,33201,332011,3320114,Stove,Yes," 1,800.00 ",1,0,1,,
18385,3,33,3320,33201,332011,3320115,Stove,Yes, 800.00 ,1,1,0,,
18386,3,33,3320,33202,332021,3320211,Stove,Yes," 1,400.00 ",1,1,0,,
18387,3,33,3320,33202,332021,3320212,Stove,Yes," 1,000.00 ",1,1,0,,
18388,3,33,3320,33202,332021,3320213,Stove,Yes," 1,000.00 ",4,4,0,,
18389,3,33,3320,33202,332021,3320214,Stove,Yes," 2,500.00 ",3,2,1,,
18390,3,33,3320,33202,332021,3320215,Stove,No, -   ,0,0,0,,
18391,3,33,3320,33203,332031,3320311,Stove,Yes," 4,000.00 ",2,2,0,,
18392,3,33,3320,33203,332031,3320312,Stove,Yes," 4,000.00 ",1,1,0,,
18393,3,33,3320,33203,332031,3320313,Stove,Yes, 300.00 ,3,3,0,,
18394,3,33,3320,33203,332031,3320314,Stove,No, -   ,0,0,0,,
18395,3,33,3320,33203,332031,3320315,Stove,Yes," 1,000.00 ",2,0,2,,
18396,3,33,3320,33204,332041,3320411,Stove,Yes," 1,400.00 ",1,1,0,,
18397,3,33,3320,33204,332041,3320412,Stove,Yes," 1,200.00 ",1,1,0,,
18398,3,33,3320,33204,332041,3320413,Stove,Yes," 1,000.00 ",1,1,0,,
18399,3,33,3320,33204,332041,3320414,Stove,Yes," 2,000.00 ",2,2,0,,
18400,3,33,3320,33204,332041,3320415,Stove,Yes," 1,500.00 ",1,1,0,,
18401,3,33,3321,33211,332111,3321111,Stove,No, -   ,0,0,0,,
18402,3,33,3321,33211,332111,3321112,Stove,No, -   ,0,0,0,,
18403,3,33,3321,33211,332111,3321113,Stove,Yes, 600.00 ,1,1,0,,
18404,3,33,3321,33211,332111,3321114,Stove,Yes," 2,000.00 ",1,1,0,,
18405,3,33,3321,33211,332111,3321115,Stove,No, -   ,0,0,0,,
18406,3,33,3321,33212,332121,3321211,Stove,No, -   ,0,0,0,,
18407,3,33,3321,33212,332121,3321212,Stove,Yes," 1,500.00 ",1,1,0,,
18408,3,33,3321,33212,332121,3321213,Stove,Yes," 1,000.00 ",2,2,0,,
18409,3,33,3321,33212,332121,3321214,Stove,Yes," 1,000.00 ",1,1,0,,
18410,3,33,3321,33212,332121,3321215,Stove,Yes," 1,500.00 ",2,2,0,,
18411,3,33,3322,33221,332211,3322111,Stove,Yes," 1,200.00 ",1,1,0,,
18412,3,33,3322,33221,332211,3322112,Stove,Yes," 1,200.00 ",1,0,1,,
18413,3,33,3322,33221,332211,3322113,Stove,No, -   ,0,0,0,,
18414,3,33,3322,33221,332211,3322114,Stove,Yes," 1,000.00 ",1,1,0,,
18415,3,33,3322,33221,332211,3322115,Stove,Yes," 2,000.00 ",1,0,1,,
18416,3,33,3322,33222,332221,3322211,Stove,No, -   ,0,0,0,,
18417,3,33,3322,33222,332221,3322212,Stove,Yes," 4,000.00 ",1,1,0,,
18418,3,33,3322,33222,332221,3322213,Stove,Yes, 500.00 ,2,2,0,,
18419,3,33,3322,33222,332221,3322214,Stove,Yes," 2,500.00 ",1,1,0,,
18420,3,33,3322,33222,332221,3322215,Stove,No, -   ,0,0,0,,
18421,3,33,3322,33223,332231,3322311,Stove,No, -   ,0,0,0,,
18422,3,33,3322,33223,332231,3322312,Stove,Yes, 950.00 ,1,1,0,,
18423,3,33,3322,33223,332231,3322313,Stove,Yes," 1,000.00 ",2,0,2,,
18424,3,33,3322,33223,332231,3322314,Stove,No, -   ,0,0,0,,
18425,3,33,3322,33223,332231,3322315,Stove,Yes, 900.00 ,3,3,0,,
18426,3,33,3322,33224,332241,3322411,Stove,Yes," 1,000.00 ",2,2,0,,
18427,3,33,3322,33224,332241,3322412,Stove,Yes," 4,500.00 ",1,1,0,,
18428,3,33,3322,33224,332241,3322413,Stove,Yes, 700.00 ,1,1,0,,
18429,3,33,3322,33224,332241,3322414,Stove,No, -   ,0,0,0,,
18430,3,33,3322,33224,332241,3322415,Stove,No, -   ,0,0,0,,
18431,3,33,331,3311,33111,331111,Bicycle,No, -   ,0,0,0,,
18432,3,33,331,3311,33111,331112,Bicycle,No, -   ,0,0,0,,
18433,3,33,331,3311,33111,331113,Bicycle,No, -   ,0,0,0,,
18434,3,33,331,3311,33111,331114,Bicycle,No, -   ,0,0,0,,
18435,3,33,331,3311,33111,331115,Bicycle,Yes," 15,000.00 ",1,0,1,,
18436,3,33,331,3312,33121,331211,Bicycle,Yes," 20,000.00 ",1,1,0,,
18437,3,33,331,3312,33121,331212,Bicycle,No, -   ,0,0,0,,
