ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,Household_asset,asset_own, UnitValue_Naira ,Total_Number,Women_portion,Men_portion,portions_error_detection,error_detection_remark
1,1,11,1110,11101,111011,1110111,Radio,No,,,,,,
2,1,11,1110,11101,111011,1110111,CD player,No,,,,,,
3,1,11,1110,11101,111011,1110111,Television,No,,,,,,
4,1,11,1110,11101,111011,1110111,Cell phone,Yes," 1,000.00 ",1,1,0,,
5,1,11,1110,11101,111011,1110111,Stove,No,,,,,,
6,1,11,1110,11101,111011,1110111,Bicycle,No,,,,,,
7,1,11,1110,11101,111011,1110111,Motorbike,No,,,,,,
8,1,11,1110,11101,111011,1110111,Car,No,,,,,,
9,1,11,1110,11101,111011,1110111,Jewellery,No,,,,,,
10,1,11,1110,11101,111011,1110111,Power Generator,No,,,,,,
11,1,11,1110,11101,111011,1110111,Dishes  and  cooking pot,No,,,,,,
12,1,11,1110,11101,111011,1110111,Bed,Yes," 17,000.00 ",2,1,1,,
13,1,11,1110,11101,111011,1110111,Chairs,Yes, 700.00 ,3,3,0,,
14,1,11,1110,11101,111011,1110111,Mattresses,Yes," 12,000.00 ",2,2,0,,
15,1,11,1110,11101,111011,1110111,Tables,Yes," 1,500.00 ",1,1,0,,
16,1,11,1110,11101,111011,1110111,Corrugated iron sheet house,Yes," 28,000.00 ",1,1,0,,
17,1,11,1110,11101,111011,1110111,Others,No,,,,,,
18,1,11,1110,11101,111011,1110112,Radio,Yes," 1,500.00 ",2,0,2,,
19,1,11,1110,11101,111011,1110112,CD player,Yes," 5,000.00 ",1,0,1,,
20,1,11,1110,11101,111011,1110112,Television,Yes," 12,000.00 ",1,0,1,,
21,1,11,1110,11101,111011,1110112,Cell phone,Yes," 10,000.00 ",6,2,4,,
22,1,11,1110,11101,111011,1110112,Stove,No,,,,,,
23,1,11,1110,11101,111011,1110112,Bicycle,Yes," 10,000.00 ",2,2,0,,
24,1,11,1110,11101,111011,1110112,Motorbike,No,,,,,,
25,1,11,1110,11101,111011,1110112,Car,Yes," 300,000.00 ",1,0,1,,
26,1,11,1110,11101,111011,1110112,Jewellery,No,,,,,,
27,1,11,1110,11101,111011,1110112,Power Generator,No,,,,,,
28,1,11,1110,11101,111011,1110112,Dishes  and  cooking pot,Yes," 1,000.00 ",23,13,10,,
29,1,11,1110,11101,111011,1110112,Bed,Yes," 10,000.00 ",4,1,3,,
30,1,11,1110,11101,111011,1110112,Chairs,Yes," 4,000.00 ",4,2,2,,
31,1,11,1110,11101,111011,1110112,Mattresses,Yes," 12,000.00 ",4,2,2,,
32,1,11,1110,11101,111011,1110112,Tables,No,,,,,,
33,1,11,1110,11101,111011,1110112,Corrugated iron sheet house,Yes," 500,000.00 ",6,0,6,,
34,1,11,1110,11101,111011,1110112,Others,No,,,,,,
35,1,11,1110,11101,111011,1110113,Radio,Yes," 1,000.00 ",1,0,1,,
36,1,11,1110,11101,111011,1110113,CD player,Yes," 4,500.00 ",1,0,1,,
37,1,11,1110,11101,111011,1110113,Television,Yes," 10,000.00 ",1,0,1,,
38,1,11,1110,11101,111011,1110113,Cell phone,Yes," 5,000.00 ",1,0,1,,
39,1,11,1110,11101,111011,1110113,Stove,No,,,,,,
40,1,11,1110,11101,111011,1110113,Bicycle,No,,,,,,
41,1,11,1110,11101,111011,1110113,Motorbike,Yes," 70,000.00 ",1,0,1,,
42,1,11,1110,11101,111011,1110113,Car,No,,,,,,
43,1,11,1110,11101,111011,1110113,Jewellery,No,,,,,,
44,1,11,1110,11101,111011,1110113,Power Generator,Yes," 12,000.00 ",1,0,1,,
45,1,11,1110,11101,111011,1110113,Dishes  and  cooking pot,Yes," 2,500.00 ",3,1,2,,
46,1,11,1110,11101,111011,1110113,Bed,Yes," 10,000.00 ",2,1,1,,
47,1,11,1110,11101,111011,1110113,Chairs,Yes," 1,500.00 ",5,0,5,,
48,1,11,1110,11101,111011,1110113,Mattresses,Yes," 15,000.00 ",3,0,3,,
49,1,11,1110,11101,111011,1110113,Tables,Yes," 1,500.00 ",1,0,1,,
50,1,11,1110,11101,111011,1110113,Corrugated iron sheet house,Yes," 300,000.00 ",1,0,1,,
51,1,11,1110,11101,111011,1110113,Others,No,,,,,,
52,1,11,1110,11101,111011,1110114,Radio,Yes, 700.00 ,1,0,1,,
53,1,11,1110,11101,111011,1110114,CD player,Yes," 3,000.00 ",1,0,1,,
54,1,11,1110,11101,111011,1110114,Television,Yes," 8,000.00 ",1,0,1,,
55,1,11,1110,11101,111011,1110114,Cell phone,Yes," 3,000.00 ",4,2,2,,
56,1,11,1110,11101,111011,1110114,Stove,No,,,,,,
57,1,11,1110,11101,111011,1110114,Bicycle,No,,,,,,
58,1,11,1110,11101,111011,1110114,Motorbike,No,,,,,,
59,1,11,1110,11101,111011,1110114,Car,No,,,,,,
60,1,11,1110,11101,111011,1110114,Jewellery,No,,,,,,
61,1,11,1110,11101,111011,1110114,Power Generator,No,,,,,,
62,1,11,1110,11101,111011,1110114,Dishes  and  cooking pot,Yes, 300.00 ,23,23,0,,
63,1,11,1110,11101,111011,1110114,Bed,Yes," 2,000.00 ",2,0,2,,
64,1,11,1110,11101,111011,1110114,Chairs,Yes," 1,000.00 ",6,0,6,,
65,1,11,1110,11101,111011,1110114,Mattresses,Yes," 4,000.00 ",2,0,2,,
66,1,11,1110,11101,111011,1110114,Tables,Yes, 700.00 ,1,0,1,,
67,1,11,1110,11101,111011,1110114,Corrugated iron sheet house,Yes," 500,000.00 ",1,0,1,,
68,1,11,1110,11101,111011,1110114,Others,No,,,,,,
69,1,11,1110,11101,111011,1110115,Radio,Yes," 2,000.00 ",5,1,4,,
70,1,11,1110,11101,111011,1110115,CD player,Yes," 4,000.00 ",1,0,1,,
71,1,11,1110,11101,111011,1110115,Television,Yes," 16,000.00 ",2,0,2,,
72,1,11,1110,11101,111011,1110115,Cell phone,Yes," 4,000.00 ",5,2,3,,
73,1,11,1110,11101,111011,1110115,Stove,No,,,,,,
74,1,11,1110,11101,111011,1110115,Bicycle,No,,,,,,
75,1,11,1110,11101,111011,1110115,Motorbike,Yes," 80,000.00 ",3,0,3,,
76,1,11,1110,11101,111011,1110115,Car,No,,,,,,
77,1,11,1110,11101,111011,1110115,Jewellery,No,,,,,,
78,1,11,1110,11101,111011,1110115,Power Generator,Yes," 50,000.00 ",2,0,2,,
79,1,11,1110,11101,111011,1110115,Dishes  and  cooking pot,Yes," 8,000.00 ",30,30,0,,
80,1,11,1110,11101,111011,1110115,Bed,Yes," 3,000.00 ",6,0,6,,
81,1,11,1110,11101,111011,1110115,Chairs,Yes," 3,000.00 ",4,0,4,,
82,1,11,1110,11101,111011,1110115,Mattresses,Yes," 7,000.00 ",6,0,6,,
83,1,11,1110,11101,111011,1110115,Tables,Yes," 3,000.00 ",1,0,1,,
84,1,11,1110,11101,111011,1110115,Corrugated iron sheet house,Yes," 500,000.00 ",1,0,1,,
85,1,11,1110,11101,111011,1110115,Others,No,,,,,,
86,1,11,1110,11102,111021,1110211,Radio,Yes," 1,200.00 ",3,1,2,,
87,1,11,1110,11102,111021,1110211,CD player,Yes," 4,500.00 ",2,1,1,,
88,1,11,1110,11102,111021,1110211,Television,Yes," 17,000.00 ",1,0,1,,
89,1,11,1110,11102,111021,1110211,Cell phone,Yes," 6,000.00 ",7,5,2,,
90,1,11,1110,11102,111021,1110211,Stove,Yes," 2,000.00 ",2,2,0,,
91,1,11,1110,11102,111021,1110211,Bicycle,No,,,,,,
92,1,11,1110,11102,111021,1110211,Motorbike,Yes," 27,000.00 ",1,0,1,,
93,1,11,1110,11102,111021,1110211,Car,Yes," 500,000.00 ",2,1,1,,
94,1,11,1110,11102,111021,1110211,Jewellery,No,,,,,,
95,1,11,1110,11102,111021,1110211,Power Generator,Yes," 10,000.00 ",1,0,1,,
96,1,11,1110,11102,111021,1110211,Dishes  and  cooking pot,Yes," 2,000.00 ",23,23,0,,
97,1,11,1110,11102,111021,1110211,Bed,Yes," 21,000.00 ",7,5,2,,
98,1,11,1110,11102,111021,1110211,Chairs,Yes, 950.00 ,6,0,6,,
99,1,11,1110,11102,111021,1110211,Mattresses,Yes," 18,000.00 ",9,5,4,,
100,1,11,1110,11102,111021,1110211,Tables,Yes," 2,500.00 ",3,0,3,,
101,1,11,1110,11102,111021,1110211,Corrugated iron sheet house,Yes," 200,000.00 ",4,0,4,,
102,1,11,1110,11102,111021,1110211,Others,No,,,,,,
103,1,11,1110,11102,111021,1110212,Radio,Yes," 1,500.00 ",1,0,1,,
104,1,11,1110,11102,111021,1110212,CD player,Yes," 12,000.00 ",1,0,1,,
105,1,11,1110,11102,111021,1110212,Television,Yes," 12,000.00 ",1,0,1,,
106,1,11,1110,11102,111021,1110212,Cell phone,Yes," 10,000.00 ",2,1,1,,
107,1,11,1110,11102,111021,1110212,Stove,No,,,,,,
108,1,11,1110,11102,111021,1110212,Bicycle,No,,,,,,
109,1,11,1110,11102,111021,1110212,Motorbike,Yes," 40,000.00 ",1,0,1,,
110,1,11,1110,11102,111021,1110212,Car,No,,,,,,
111,1,11,1110,11102,111021,1110212,Jewellery,No,,,,,,
112,1,11,1110,11102,111021,1110212,Power Generator,No,,,,,,
113,1,11,1110,11102,111021,1110212,Dishes  and  cooking pot,Yes, 500.00 ,12,10,2,,
114,1,11,1110,11102,111021,1110212,Bed,Yes," 15,000.00 ",2,1,1,,
115,1,11,1110,11102,111021,1110212,Chairs,Yes," 1,200.00 ",6,0,6,,
116,1,11,1110,11102,111021,1110212,Mattresses,Yes," 14,000.00 ",2,1,1,,
117,1,11,1110,11102,111021,1110212,Tables,Yes," 4,000.00 ",2,1,1,,
118,1,11,1110,11102,111021,1110212,Corrugated iron sheet house,Yes," 350,000.00 ",4,0,4,,
119,1,11,1110,11102,111021,1110212,Others,No,,,,,,
120,1,11,1110,11102,111021,1110213,Radio,Yes," 2,000.00 ",5,3,2,,
121,1,11,1110,11102,111021,1110213,CD player,Yes," 4,500.00 ",1,0,1,,
122,1,11,1110,11102,111021,1110213,Television,Yes," 15,000.00 ",1,0,1,,
123,1,11,1110,11102,111021,1110213,Cell phone,Yes," 7,000.00 ",8,5,3,,
124,1,11,1110,11102,111021,1110213,Stove,No,,,,,,
125,1,11,1110,11102,111021,1110213,Bicycle,Yes," 5,000.00 ",2,0,2,,
126,1,11,1110,11102,111021,1110213,Motorbike,Yes," 35,000.00 ",2,0,2,,
127,1,11,1110,11102,111021,1110213,Car,Yes," 200,000.00 ",1,0,1,,
128,1,11,1110,11102,111021,1110213,Jewellery,No,,,,,,
129,1,11,1110,11102,111021,1110213,Power Generator,Yes," 10,000.00 ",1,1,0,,
130,1,11,1110,11102,111021,1110213,Dishes  and  cooking pot,Yes," 2,500.00 ",6,6,0,,
131,1,11,1110,11102,111021,1110213,Bed,No,,,,,,
132,1,11,1110,11102,111021,1110213,Chairs,Yes," 1,500.00 ",7,0,7,,
133,1,11,1110,11102,111021,1110213,Mattresses,Yes," 20,000.00 ",9,0,9,,
134,1,11,1110,11102,111021,1110213,Tables,Yes," 2,500.00 ",3,0,3,,
135,1,11,1110,11102,111021,1110213,Corrugated iron sheet house,Yes," 2,000,000.00 ",1,0,1,,
136,1,11,1110,11102,111021,1110213,Others,No,,,,,,
137,1,11,1110,11102,111021,1110214,Radio,Yes," 3,500.00 ",1,0,1,,
138,1,11,1110,11102,111021,1110214,CD player,No,,,,,,
139,1,11,1110,11102,111021,1110214,Television,No,,,,,,
140,1,11,1110,11102,111021,1110214,Cell phone,Yes," 3,500.00 ",3,2,1,,
141,1,11,1110,11102,111021,1110214,Stove,Yes, 600.00 ,1,0,1,,
142,1,11,1110,11102,111021,1110214,Bicycle,No,,,,,,
143,1,11,1110,11102,111021,1110214,Motorbike,Yes," 25,000.00 ",2,0,2,,
144,1,11,1110,11102,111021,1110214,Car,No,,,,,,
145,1,11,1110,11102,111021,1110214,Jewellery,No,,,,,,
146,1,11,1110,11102,111021,1110214,Power Generator,Yes," 15,000.00 ",1,0,1,,
147,1,11,1110,11102,111021,1110214,Dishes  and  cooking pot,Yes, 200.00 ,25,25,0,,
148,1,11,1110,11102,111021,1110214,Bed,Yes," 4,000.00 ",2,0,2,,
149,1,11,1110,11102,111021,1110214,Chairs,Yes," 2,500.00 ",8,0,8,,
150,1,11,1110,11102,111021,1110214,Mattresses,Yes," 7,000.00 ",3,1,2,,
151,1,11,1110,11102,111021,1110214,Tables,Yes," 2,500.00 ",2,0,2,,
152,1,11,1110,11102,111021,1110214,Corrugated iron sheet house,Yes," 1,000,000.00 ",1,0,1,,
153,1,11,1110,11102,111021,1110214,Others,No,,,,,,
154,1,11,1110,11102,111021,1110215,Radio,Yes," 2,000.00 ",2,0,2,,
155,1,11,1110,11102,111021,1110215,CD player,No,,,,,,
156,1,11,1110,11102,111021,1110215,Television,No,,,,,,
157,1,11,1110,11102,111021,1110215,Cell phone,Yes," 5,000.00 ",4,2,2,,
158,1,11,1110,11102,111021,1110215,Stove,Yes," 2,000.00 ",2,2,0,,
159,1,11,1110,11102,111021,1110215,Bicycle,Yes," 8,000.00 ",1,0,1,,
160,1,11,1110,11102,111021,1110215,Motorbike,Yes," 50,000.00 ",1,0,1,,
161,1,11,1110,11102,111021,1110215,Car,No,,,,,,
162,1,11,1110,11102,111021,1110215,Jewellery,No,,,,,,
163,1,11,1110,11102,111021,1110215,Power Generator,No,,,,,,
164,1,11,1110,11102,111021,1110215,Dishes  and  cooking pot,Yes, 500.00 ,40,40,0,,
165,1,11,1110,11102,111021,1110215,Bed,Yes," 4,000.00 ",3,1,2,,
166,1,11,1110,11102,111021,1110215,Chairs,Yes," 1,000.00 ",4,0,4,,
167,1,11,1110,11102,111021,1110215,Mattresses,Yes," 17,000.00 ",3,2,1,,
168,1,11,1110,11102,111021,1110215,Tables,Yes," 2,000.00 ",2,0,2,,
169,1,11,1110,11102,111021,1110215,Corrugated iron sheet house,Yes," 500,000.00 ",1,0,1,,
170,1,11,1110,11102,111021,1110215,Others,No,,,,,,
171,1,11,1111,11111,111111,1111111,Radio,No,,,,,,
172,1,11,1111,11111,111111,1111111,CD player,No,,,,,,
173,1,11,1111,11111,111111,1111111,Television,No,,,,,,
174,1,11,1111,11111,111111,1111111,Cell phone,No,,,,,,
175,1,11,1111,11111,111111,1111111,Stove,No,,,,,,
176,1,11,1111,11111,111111,1111111,Bicycle,No,,,,,,
177,1,11,1111,11111,111111,1111111,Motorbike,Yes," 15,000.00 ",1,0,1,,
178,1,11,1111,11111,111111,1111111,Car,No,,,,,,
179,1,11,1111,11111,111111,1111111,Jewellery,No,,,,,,
180,1,11,1111,11111,111111,1111111,Power Generator,No,,,,,,
181,1,11,1111,11111,111111,1111111,Dishes  and  cooking pot,No,,,,,,
182,1,11,1111,11111,111111,1111111,Bed,Yes," 20,000.00 ",3,2,1,,
183,1,11,1111,11111,111111,1111111,Chairs,Yes," 12,500.00 ",14,2,12,,
184,1,11,1111,11111,111111,1111111,Mattresses,No,,,,,,
185,1,11,1111,11111,111111,1111111,Tables,No,,,,,,
186,1,11,1111,11111,111111,1111111,Corrugated iron sheet house,Yes," 550,000.00 ",1,0,1,,
187,1,11,1111,11111,111111,1111111,Others,No,,,,,,
188,1,11,1111,11111,111111,1111112,Radio,Yes, 600.00 ,1,0,1,,
189,1,11,1111,11111,111111,1111112,CD player,No,,,,,,
190,1,11,1111,11111,111111,1111112,Television,No,,,,,,
191,1,11,1111,11111,111111,1111112,Cell phone,No,,,,,,
192,1,11,1111,11111,111111,1111112,Stove,No,,,,,,
193,1,11,1111,11111,111111,1111112,Bicycle,No,,,,,,
194,1,11,1111,11111,111111,1111112,Motorbike,No,,,,,,
195,1,11,1111,11111,111111,1111112,Car,No,,,,,,
196,1,11,1111,11111,111111,1111112,Jewellery,No,,,,,,
197,1,11,1111,11111,111111,1111112,Power Generator,No,,,,,,
198,1,11,1111,11111,111111,1111112,Dishes  and  cooking pot,Yes, 190.00 ,18,0,18,,
199,1,11,1111,11111,111111,1111112,Bed,No,,,,,,
200,1,11,1111,11111,111111,1111112,Chairs,No,,,,,,
201,1,11,1111,11111,111111,1111112,Mattresses,Yes," 16,000.00 ",2,0,2,,
202,1,11,1111,11111,111111,1111112,Tables,No,,,,,,
203,1,11,1111,11111,111111,1111112,Corrugated iron sheet house,Yes," 2,000,000.00 ",1,0,1,,
204,1,11,1111,11111,111111,1111112,Others,No,,,,,,
205,1,11,1111,11111,111111,1111113,Radio,Yes, 300.00 ,1,0,1,,
206,1,11,1111,11111,111111,1111113,CD player,No,,,,,,
207,1,11,1111,11111,111111,1111113,Television,No,,,,,,
208,1,11,1111,11111,111111,1111113,Cell phone,Yes," 1,500.00 ",1,0,1,,
209,1,11,1111,11111,111111,1111113,Stove,No,,,,,,
210,1,11,1111,11111,111111,1111113,Bicycle,No,,,,,,
211,1,11,1111,11111,111111,1111113,Motorbike,No,,,,,,
212,1,11,1111,11111,111111,1111113,Car,No,,,,,,
213,1,11,1111,11111,111111,1111113,Jewellery,No,,,,,,
214,1,11,1111,11111,111111,1111113,Power Generator,No,,,,,,
215,1,11,1111,11111,111111,1111113,Dishes  and  cooking pot,Yes, 300.00 ,7,7,0,,
216,1,11,1111,11111,111111,1111113,Bed,Yes," 5,500.00 ",1,1,0,,
217,1,11,1111,11111,111111,1111113,Chairs,Yes," 1,000.00 ",6,4,2,,
218,1,11,1111,11111,111111,1111113,Mattresses,Yes," 6,700.00 ",4,1,3,,
219,1,11,1111,11111,111111,1111113,Tables,No,,,,,,
220,1,11,1111,11111,111111,1111113,Corrugated iron sheet house,No,,,,,,
221,1,11,1111,11111,111111,1111113,Others,Yes," 6,000.00 ",1,0,1,,
222,1,11,1111,11111,111111,1111114,Radio,No,,,,,,
223,1,11,1111,11111,111111,1111114,CD player,No,,,,,,
224,1,11,1111,11111,111111,1111114,Television,No,,,,,,
225,1,11,1111,11111,111111,1111114,Cell phone,Yes," 2,750.00 ",2,0,2,,
226,1,11,1111,11111,111111,1111114,Stove,No,,,,,,
227,1,11,1111,11111,111111,1111114,Bicycle,No,,,,,,
228,1,11,1111,11111,111111,1111114,Motorbike,Yes," 60,000.00 ",2,0,2,,
229,1,11,1111,11111,111111,1111114,Car,No,,,,,,
230,1,11,1111,11111,111111,1111114,Jewellery,No,,,,,,
231,1,11,1111,11111,111111,1111114,Power Generator,No,,,,,,
232,1,11,1111,11111,111111,1111114,Dishes  and  cooking pot,Yes, 496.00 ,40,20,20,,
233,1,11,1111,11111,111111,1111114,Bed,Yes, 913.00 ,8,4,4,,
234,1,11,1111,11111,111111,1111114,Chairs,No,,,,,,
235,1,11,1111,11111,111111,1111114,Mattresses,Yes," 7,875.00 ",8,4,4,,
236,1,11,1111,11111,111111,1111114,Tables,Yes, 700.00 ,1,0,1,,
237,1,11,1111,11111,111111,1111114,Corrugated iron sheet house,Yes," 1,000,000.00 ",1,0,1,,
238,1,11,1111,11111,111111,1111114,Others,No,,,,,,
239,1,11,1111,11111,111111,1111115,Radio,Yes," 1,200.00 ",1,0,1,,
240,1,11,1111,11111,111111,1111115,CD player,No,,,,,,
241,1,11,1111,11111,111111,1111115,Television,No,,,,,,
242,1,11,1111,11111,111111,1111115,Cell phone,No,,,,,,
243,1,11,1111,11111,111111,1111115,Stove,No,,,,,,
244,1,11,1111,11111,111111,1111115,Bicycle,No,,,,,,
245,1,11,1111,11111,111111,1111115,Motorbike,Yes," 80,000.00 ",1,0,1,,
246,1,11,1111,11111,111111,1111115,Car,No,,,,,,
247,1,11,1111,11111,111111,1111115,Jewellery,No,,,,,,
248,1,11,1111,11111,111111,1111115,Power Generator,No,,,,,,
249,1,11,1111,11111,111111,1111115,Dishes  and  cooking pot,Yes," 1,300.00 ",23,23,0,,
250,1,11,1111,11111,111111,1111115,Bed,Yes," 27,000.00 ",2,1,1,,
251,1,11,1111,11111,111111,1111115,Chairs,Yes," 2,500.00 ",7,0,7,,
252,1,11,1111,11111,111111,1111115,Mattresses,Yes," 13,000.00 ",2,1,1,,
253,1,11,1111,11111,111111,1111115,Tables,Yes," 1,400.00 ",3,1,2,,
254,1,11,1111,11111,111111,1111115,Corrugated iron sheet house,Yes," 450,000.00 ",1,0,1,,
255,1,11,1111,11111,111111,1111115,Others,No,,,,,,
256,1,11,1111,11112,111121,1111211,Radio,Yes," 10,500.00 ",5,4,1,,
257,1,11,1111,11112,111121,1111211,CD player,Yes," 7,500.00 ",5,4,1,,
258,1,11,1111,11112,111121,1111211,Television,Yes," 35,000.00 ",5,4,1,,
259,1,11,1111,11112,111121,1111211,Cell phone,Yes," 7,500.00 ",5,4,1,,
260,1,11,1111,11112,111121,1111211,Stove,No,,,,,,
261,1,11,1111,11112,111121,1111211,Bicycle,No,,,,,,
262,1,11,1111,11112,111121,1111211,Motorbike,Yes," 50,000.00 ",2,0,2,,
263,1,11,1111,11112,111121,1111211,Car,Yes," 650,000.00 ",2,0,2,,
264,1,11,1111,11112,111121,1111211,Jewellery,No,,,,,,
265,1,11,1111,11112,111121,1111211,Power Generator,No,,,,,,
266,1,11,1111,11112,111121,1111211,Dishes  and  cooking pot,Yes," 5,500.00 ",40,10,30,,
267,1,11,1111,11112,111121,1111211,Bed,Yes," 4,350.00 ",7,6,1,,
268,1,11,1111,11112,111121,1111211,Chairs,Yes," 3,420.00 ",5,4,1,,
269,1,11,1111,11112,111121,1111211,Mattresses,No,,,,,,
270,1,11,1111,11112,111121,1111211,Tables,Yes," 1,450.00 ",6,5,1,,
271,1,11,1111,11112,111121,1111211,Corrugated iron sheet house,Yes," 2,555,654.00 ",5,4,1,,
272,1,11,1111,11112,111121,1111211,Others,No,,,,,,
273,1,11,1111,11112,111121,1111212,Radio,Yes," 2,000.00 ",2,0,2,,
274,1,11,1111,11112,111121,1111212,CD player,Yes," 7,000.00 ",2,0,2,,
275,1,11,1111,11112,111121,1111212,Television,Yes," 30,000.00 ",2,0,2,,
276,1,11,1111,11112,111121,1111212,Cell phone,Yes," 20,000.00 ",8,4,4,,
277,1,11,1111,11112,111121,1111212,Stove,Yes," 4,000.00 ",1,0,1,,
278,1,11,1111,11112,111121,1111212,Bicycle,No,,,,,,
279,1,11,1111,11112,111121,1111212,Motorbike,Yes," 70,000.00 ",3,0,3,,
280,1,11,1111,11112,111121,1111212,Car,Yes," 2,000,000.00 ",2,1,1,,
281,1,11,1111,11112,111121,1111212,Jewellery,No,,,,,,
282,1,11,1111,11112,111121,1111212,Power Generator,Yes," 15,000.00 ",1,0,1,,
283,1,11,1111,11112,111121,1111212,Dishes  and  cooking pot,Yes, 200.00 ,34,14,20,,
284,1,11,1111,11112,111121,1111212,Bed,Yes," 50,000.00 ",4,0,4,,
285,1,11,1111,11112,111121,1111212,Chairs,Yes," 1,100.00 ",15,0,15,,
286,1,11,1111,11112,111121,1111212,Mattresses,Yes," 20,000.00 ",7,2,5,,
287,1,11,1111,11112,111121,1111212,Tables,Yes," 2,000.00 ",4,0,4,,
288,1,11,1111,11112,111121,1111212,Corrugated iron sheet house,Yes," 3,000,000.00 ",2,0,2,,
289,1,11,1111,11112,111121,1111212,Others,No,,,,,,
290,1,11,1111,11112,111121,1111213,Radio,Yes," 1,000.00 ",3,0,3,,
291,1,11,1111,11112,111121,1111213,CD player,Yes," 12,000.00 ",4,4,0,,
292,1,11,1111,11112,111121,1111213,Television,Yes," 17,000.00 ",6,2,4,,
293,1,11,1111,11112,111121,1111213,Cell phone,Yes," 4,000.00 ",12,5,7,,
294,1,11,1111,11112,111121,1111213,Stove,No,,,,,,
295,1,11,1111,11112,111121,1111213,Bicycle,Yes," 11,000.00 ",2,0,2,,
296,1,11,1111,11112,111121,1111213,Motorbike,Yes," 35,000.00 ",3,0,3,,
297,1,11,1111,11112,111121,1111213,Car,Yes," 550,000.00 ",2,0,2,,
298,1,11,1111,11112,111121,1111213,Jewellery,Yes," 25,000.00 ",4,4,0,,
299,1,11,1111,11112,111121,1111213,Power Generator,Yes," 11,000.00 ",2,0,2,,
300,1,11,1111,11112,111121,1111213,Dishes  and  cooking pot,Yes, 380.00 ,80,70,10,,
301,1,11,1111,11112,111121,1111213,Bed,Yes," 6,000.00 ",6,5,1,,
302,1,11,1111,11112,111121,1111213,Chairs,Yes," 3,000.00 ",18,12,6,,
303,1,11,1111,11112,111121,1111213,Mattresses,Yes," 7,000.00 ",10,5,5,,
304,1,11,1111,11112,111121,1111213,Tables,Yes," 1,800.00 ",3,0,3,,
305,1,11,1111,11112,111121,1111213,Corrugated iron sheet house,Yes," 1,200,000.00 ",3,1,2,,
306,1,11,1111,11112,111121,1111213,Others,Yes," 15,000.00 ",7,2,5,,
307,1,11,1111,11112,111121,1111214,Radio,Yes," 1,186.00 ",7,3,4,,
308,1,11,1111,11112,111121,1111214,CD player,Yes," 11,750.00 ",8,4,4,,
309,1,11,1111,11112,111121,1111214,Television,Yes," 24,444.00 ",9,4,5,,
310,1,11,1111,11112,111121,1111214,Cell phone,Yes," 7,600.00 ",15,7,8,,
311,1,11,1111,11112,111121,1111214,Stove,Yes," 1,300.00 ",5,5,0,,
312,1,11,1111,11112,111121,1111214,Bicycle,Yes, 850.00 ,5,2,3,,
313,1,11,1111,11112,111121,1111214,Motorbike,Yes," 67,800.00 ",10,3,7,,
314,1,11,1111,11112,111121,1111214,Car,Yes," 733,333.00 ",9,2,7,,
315,1,11,1111,11112,111121,1111214,Jewellery,Yes," 36,363.00 ",11,11,0,,
316,1,11,1111,11112,111121,1111214,Power Generator,Yes," 20,000.00 ",3,0,3,,
317,1,11,1111,11112,111121,1111214,Dishes  and  cooking pot,Yes," 2,727.00 ",150,130,20,,
318,1,11,1111,11112,111121,1111214,Bed,Yes," 1,270.00 ",23,11,12,,
319,1,11,1111,11112,111121,1111214,Chairs,Yes," 9,550.00 ",20,7,13,,
320,1,11,1111,11112,111121,1111214,Mattresses,Yes," 16,391.00 ",23,11,12,,
321,1,11,1111,11112,111121,1111214,Tables,Yes," 2,717.00 ",30,10,20,,
322,1,11,1111,11112,111121,1111214,Corrugated iron sheet house,Yes," 820,000.00 ",5,0,5,,
323,1,11,1111,11112,111121,1111214,Others,Yes," 64,286.00 ",7,2,5,,
324,1,11,1111,11112,111121,1111215,Radio,Yes," 3,000.00 ",2,1,1,,
325,1,11,1111,11112,111121,1111215,CD player,No,,,,,,
326,1,11,1111,11112,111121,1111215,Television,No,,,,,,
327,1,11,1111,11112,111121,1111215,Cell phone,Yes," 5,000.00 ",4,2,2,,
328,1,11,1111,11112,111121,1111215,Stove,No,,,,,,
329,1,11,1111,11112,111121,1111215,Bicycle,No,,,,,,
330,1,11,1111,11112,111121,1111215,Motorbike,No,,,,,,
331,1,11,1111,11112,111121,1111215,Car,No,,,,,,
332,1,11,1111,11112,111121,1111215,Jewellery,No,,,,,,
333,1,11,1111,11112,111121,1111215,Power Generator,No,,,,,,
334,1,11,1111,11112,111121,1111215,Dishes  and  cooking pot,Yes, 800.00 ,30,30,0,,
335,1,11,1111,11112,111121,1111215,Bed,Yes," 30,000.00 ",4,3,1,,
336,1,11,1111,11112,111121,1111215,Chairs,Yes," 20,000.00 ",9,4,5,,
337,1,11,1111,11112,111121,1111215,Mattresses,Yes," 47,000.00 ",4,2,2,,
338,1,11,1111,11112,111121,1111215,Tables,Yes," 8,000.00 ",3,3,0,,
339,1,11,1111,11112,111121,1111215,Corrugated iron sheet house,Yes," 2,000,000.00 ",2,0,2,,
340,1,11,1111,11112,111121,1111215,Others,,,,,,,
341,1,11,1112,11121,111211,1112111,Radio,No,,,,,,
342,1,11,1112,11121,111211,1112111,CD player,No,,,,,,
343,1,11,1112,11121,111211,1112111,Television,No,,,,,,
344,1,11,1112,11121,111211,1112111,Cell phone,Yes," 3,000.00 ",1,1,0,,
