ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,hhd_member,hhd_member remark,hhd_mem_schling,Main_floorn_material,Main_roofn_material,drinkn_water_sourc,Sanitation_type,hhd_member_own_tv,member_own_stove,member_own_bed,member_own_radio,,
1109,2,25,257,2572,25721,257214,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1110,2,25,257,2572,25721,257215,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1111,2,25,259,2591,25911,259111,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1112,2,25,259,2591,25911,259112,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1113,2,25,259,2591,25911,259113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1114,2,25,259,2591,25911,259114,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1115,2,25,259,2591,25911,259115,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1116,2,25,259,2592,25921,259211,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1117,2,25,259,2592,25921,259212,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1118,2,25,259,2592,25921,259213,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1119,2,25,259,2592,25921,259214,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1120,2,25,259,2592,25921,259215,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1121,2,25,259,2593,25931,259311,5,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1122,2,25,259,2593,25931,259312,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1123,2,25,259,2593,25931,259313,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1124,2,25,259,2593,25931,259314,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1125,2,25,259,2593,25931,259315,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
1126,2,25,2510,25101,251011,2510111,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1127,2,25,2510,25101,251011,2510112,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1128,2,25,2510,25101,251011,2510113,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1129,2,25,2510,25101,251011,2510114,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1130,2,25,2510,25101,251011,2510115,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
1131,2,25,2510,25102,251021,2510211,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1132,2,25,2510,25102,251021,2510212,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1133,2,25,2510,25102,251021,2510213,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1134,2,25,2510,25102,251021,2510214,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1135,2,25,2510,25102,251021,2510215,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,No,,
1136,2,25,2510,25103,251031,2510311,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,No,Yes,,
1137,2,25,2510,25103,251031,2510312,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1138,2,25,2510,25103,251031,2510313,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1139,2,25,2510,25103,251031,2510314,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1140,2,25,2510,25103,251031,2510315,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1141,2,25,2511,25111,251111,2511111,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1142,2,25,2511,25111,251111,2511112,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1143,2,25,2511,25111,251111,2511113,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1144,2,25,2511,25111,251111,2511114,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1145,2,25,2511,25111,251111,2511115,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1146,2,25,2512,25121,251211,2512111,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1147,2,25,2512,25121,251211,2512112,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,Yes,,
1148,2,25,2512,25121,251211,2512113,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,No,,
1149,2,25,2512,25121,251211,2512114,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1150,2,25,2512,25121,251211,2512115,5,,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1151,2,25,2512,25121,251212,2512121,5,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1152,2,25,2512,25121,251212,2512122,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1153,2,25,2512,25121,251212,2512123,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1154,2,25,2512,25121,251212,2512124,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1155,2,25,2512,25121,251212,2512125,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1156,2,25,2515,25151,251511,2515111,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1157,2,25,2515,25151,251511,2515112,3,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1158,2,25,2515,25151,251511,2515113,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1159,2,25,2515,25151,251511,2515114,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1160,2,25,2515,25151,251511,2515115,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1161,2,25,2516,25161,251611,2516111,8,or more,No,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,Yes,,
1162,2,25,2516,25161,251611,2516112,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1163,2,25,2516,25161,251611,2516113,2,,No,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
1164,2,25,2516,25161,251611,2516114,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,Yes,,
1165,2,25,2516,25161,251611,2516115,6,or 7,No,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,Yes,,
1166,2,25,2517,25171,251711,2517111,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",No,Yes,Yes,Yes,,
1167,2,25,2517,25171,251711,2517112,5,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1168,2,25,2517,25171,251711,2517113,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1169,2,25,2517,25171,251711,2517114,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1170,2,25,2517,25171,251711,2517115,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1171,2,25,2518,25181,251811,2518111,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
1172,2,25,2518,25181,251811,2518112,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,Yes,,
1173,2,25,2518,25181,251811,2518113,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1174,2,25,2518,25181,251811,2518114,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1175,2,25,2518,25181,251811,2518115,5,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
1176,2,25,2518,25182,251821,2518211,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1177,2,25,2518,25182,251821,2518212,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1178,2,25,2518,25182,251821,2518213,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1179,2,25,2518,25182,251821,2518214,4,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1180,2,25,2518,25182,251821,2518215,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,No,,
1181,2,25,2519,25191,251912,2519121,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1182,2,25,2519,25191,251912,2519122,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1183,2,25,2519,25191,251912,2519123,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1184,2,25,2519,25191,251912,2519124,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1185,2,25,2519,25191,251912,2519125,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,No,,
1186,2,25,2520,25201,252011,2520111,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1187,2,25,2520,25201,252011,2520112,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1188,2,25,2520,25201,252011,2520113,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1189,2,25,2520,25201,252011,2520114,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1190,2,25,2520,25201,252011,2520115,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1191,2,25,2520,25202,252021,2520211,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1192,2,25,2520,25202,252021,2520212,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1193,2,25,2520,25202,252021,2520213,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1194,2,25,2520,25202,252021,2520214,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1195,2,25,2520,25202,252021,2520215,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1196,2,25,2520,25203,252031,2520311,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1197,2,25,2520,25203,252031,2520312,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,Yes,,
1198,2,25,2520,25203,252031,2520313,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
1199,2,25,2520,25203,252031,2520314,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
1200,2,25,2520,25203,252031,2520315,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,No,,
1201,2,25,2521,25211,252111,2521111,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1202,2,25,2521,25211,252111,2521112,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
1203,2,25,2521,25211,252111,2521113,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
