ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,hhd_member,hhd_member remark,hhd_mem_schling,Main_floorn_material,Main_roofn_material,drinkn_water_sourc,Sanitation_type,hhd_member_own_tv,member_own_stove,member_own_bed,member_own_radio,,
280,1,12,1219,12193,121931,1219315,8,or more,Yes,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
281,1,12,1219,12194,121941,1219411,4,,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
282,1,12,1219,12194,121941,1219412,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
283,1,12,1219,12194,121941,1219413,6,or 7,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
284,1,12,1219,12194,121941,1219414,8,or more,Yes,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
285,1,12,1219,12194,121941,1219415,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
286,1,12,121,1211,12111,121111,8,or more,No,"Earth/mud, or dirt/straw",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
287,1,12,121,1211,12111,121112,5,,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
288,1,12,121,1211,12111,121113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
289,1,12,121,1211,12111,121114,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
290,1,12,121,1211,12111,121115,8,or more,Yes,"Earth/mud, or dirt/straw",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,Yes,,
291,1,12,121,1212,12121,121211,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,No,,
292,1,12,121,1212,12121,121212,6,or 7,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
293,1,12,121,1212,12121,121213,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
294,1,12,121,1212,12121,121214,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
295,1,12,121,1212,12121,121215,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
296,1,12,121,1213,12131,121311,8,or more,No,"Wood, tile, plank, concrete or other",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
297,1,12,121,1213,12131,121312,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
298,1,12,121,1213,12131,121313,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",No,No,Yes,Yes,,
299,1,12,121,1213,12131,121314,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
300,1,12,121,1213,12131,121315,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
301,1,12,1220,12201,122011,1220111,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
302,1,12,1220,12201,122011,1220112,6,or 7,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
303,1,12,1220,12201,122011,1220113,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,No,,
304,1,12,1220,12201,122011,1220114,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
305,1,12,1220,12201,122011,1220115,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
306,1,12,1220,12202,122021,1220211,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
307,1,12,1220,12202,122021,1220212,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
308,1,12,1220,12202,122021,1220213,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,No,,
309,1,12,1220,12202,122021,1220214,1,,No,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
310,1,12,1220,12202,122021,1220215,2,,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
311,1,12,1220,12203,122031,1220311,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
312,1,12,1220,12203,122031,1220312,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
313,1,12,1220,12203,122031,1220313,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
314,1,12,1220,12203,122031,1220314,8,or more,Yes,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
315,1,12,1220,12203,122031,1220315,6,or 7,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
316,1,12,1220,12204,122041,1220411,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
317,1,12,1220,12204,122041,1220412,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
318,1,12,1220,12204,122041,1220413,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,No,,
319,1,12,1220,12204,122041,1220414,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
320,1,12,1220,12204,122041,1220415,6,or 7,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
321,1,12,1220,12205,122051,1220511,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
322,1,12,1220,12205,122051,1220512,3,,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
323,1,12,1220,12205,122051,1220513,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
324,1,12,1220,12205,122051,1220514,8,or more,Yes,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
325,1,12,1220,12205,122051,1220515,6,or 7,Yes,"Wood, tile, plank, concrete or other",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
326,1,12,1221,12211,122111,1221111,4,,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,Yes,,
327,1,12,1221,12211,122111,1221112,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
328,1,12,1221,12211,122111,1221113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,Yes,,
329,1,12,1221,12211,122111,1221114,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
330,1,12,1221,12211,122111,1221115,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
331,1,12,1221,12212,122121,1221211,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
332,1,12,1221,12212,122121,1221212,4,,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
333,1,12,1221,12212,122121,1221213,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Toilet on water, or flush to sewer or septic tank",Yes,Yes,Yes,Yes,,
334,1,12,1221,12212,122121,1221214,8,or more,Yes,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
335,1,12,1221,12212,122121,1221215,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
336,1,12,1221,12214,122141,1221411,5,,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,Yes,Yes,Yes,,
337,1,12,1221,12214,122141,1221412,4,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
338,1,12,1221,12214,122141,1221413,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
339,1,12,1221,12214,122141,1221414,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
340,1,12,1221,12214,122141,1221415,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
341,1,12,1222,12221,122211,1222111,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
342,1,12,1222,12221,122211,1222112,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
343,1,12,1222,12221,122211,1222113,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
344,1,12,1222,12221,122211,1222114,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
345,1,12,1222,12221,122211,1222115,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
346,1,12,122,1221,12211,122111,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,No,,
347,1,12,122,1221,12211,122112,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
348,1,12,122,1221,12211,122113,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
349,1,12,122,1221,12211,122114,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
350,1,12,122,1221,12211,122115,2,,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
351,1,12,123,1231,12311,123111,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
352,1,12,123,1231,12311,123112,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,No,,
353,1,12,123,1231,12311,123113,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
354,1,12,123,1231,12311,123114,2,,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
355,1,12,123,1231,12311,123115,5,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
356,1,12,123,1232,12321,123211,3,,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Toilet on water, or flush to sewer or septic tank",Yes,No,Yes,Yes,,
357,1,12,123,1232,12321,123212,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
358,1,12,123,1232,12321,123213,6,or 7,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,Yes,Yes,Yes,,
359,1,12,123,1232,12321,123214,6,or 7,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
360,1,12,123,1232,12321,123215,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
361,1,12,124,1241,12411,124111,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
362,1,12,124,1241,12411,124112,4,,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
363,1,12,124,1241,12411,124113,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,No,,
364,1,12,124,1241,12411,124114,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
365,1,12,124,1241,12411,124115,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
366,1,12,124,1242,12421,124211,6,or 7,Yes,"Earth/mud, or dirt/straw",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
367,1,12,124,1242,12421,124212,8,or more,Yes,"Earth/mud, or dirt/straw",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
368,1,12,124,1242,12421,124213,8,or more,Yes,"Wood, tile, plank, concrete or other",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
369,1,12,124,1242,12421,124214,4,,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
370,1,12,124,1242,12421,124215,6,or 7,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,No,No,,
371,1,12,124,1243,12431,124311,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
372,1,12,124,1243,12431,124312,5,,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
373,1,12,124,1243,12431,124313,8,or more,Yes,"Wood, tile, plank, concrete or other",Mud/mud bricks,"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
374,1,12,124,1243,12431,124314,8,or more,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
375,1,12,124,1243,12431,124315,3,,No,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
376,1,12,124,1244,12441,124411,5,,No,"Earth/mud, or dirt/straw",Mud/mud bricks,"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
377,1,12,124,1244,12441,124412,8,or more,Yes,"Earth/mud, or dirt/straw",Thatch (grass or straw),"Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
378,1,12,124,1244,12441,124413,8,or more,No,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Vendor, truck, protected well, river, lake or pond","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
379,1,12,124,1244,12441,124414,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
380,1,12,124,1244,12441,124415,8,or more,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Treated pipe-borne water, borehole/hand pump or other","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
381,1,12,124,1245,12451,124511,8,or more,Yes,"Wood, tile, plank, concrete or other","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",Yes,No,Yes,Yes,,
382,1,12,124,1245,12451,124512,5,,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,Yes,,
383,1,12,124,1245,12451,124513,6,or 7,Yes,"Earth/mud, or dirt/straw","Wood bamboo, corrugated iron sheets, cement/concrete, roofing tiles or other","Unprotected well/rain water, or untreated pipe-borne","Pail/bucket, covered or uncovered pit latrine, ventilated improved pit latrine",No,No,Yes,No,,
